id,datum,naam,inhoud,bron,getuigen,bijzonderheden
1150016,1346,Paets,"lenen in Rijnland: de woning met 20 morgen land van Arnd van Voerborch, dat zijn kinderen houden: - Arnd van den Damme 3 £ Holl uit de westzijde; - de zoon van Jan van Voerborch, 1 £ per jaar op Willem Paedsen woningh, - Jan Willem 12sc",Bijdr Hist Gen 1901 p 238,,
1150017,1410~,Paets,"leenregister Culemborg: - Arnt Zurmont ontving 1398 o.a. 1 hofstat van 2 hont land in het land van Buren in de maelschap van Malsen, op den Spijck, belend boven: Jan Paedsenz kinderen, beneden: de heren van St Pieter te Utrecht",Leenregister Culemborg fol 60,,
1150018,1434-10-18,Paets,"de hofstede en woning van Sonneveld met het land, groot 18 morgen 4 hont, Floris Paetsen na opdracht van Pieter Jorgelsz (brief dd 1396-03-24 (1395)); 1448: Jacob van Sonnevelt bij dode van zijn vader Florys Paedsen",Navorscher jg 1894 p 268,,
1150019,1436-04-02,Paets,"grafelijk leen te Lisse: nr 192C) 10 morgen in 100 morgen in Cotelveen, Floris Paadsenz na overdracht door Adriaen van Raaphorst en zijn zoon Bartholomeus; 1449-02-06: Jacob van Zonneveld na dode van zijn vader Floris Paats",Ons Voorgeslacht 07-1988 p 333,,
1150020,1470-1471,Paets,"Paedse Pietersz, van Leiden, ontvangt namens Willem Symonsz van Alphen van 6 ½ duizend stenen 4 £ 19st",Thesauriersrekening Haarlem 218 fol 36v,,
1150021,1485,Paets,"Geertruid, weduwe van Jan Hendrik Paeds had een stuk land bij Koudekerke en een bij Oegstgeest geerfd van Dirk van Zwieten, registermeester van Holland; wegens schuld aan de abt van Egmond was dit land echter aan de abt verpand, en  nu waren deze stukken land bij executie verkocht aan Dirck Engelbertsz en Bouwen Paedse; 1484-01-25: verkreeg na de dood van Dirk van Zwieten een hofstede bij Endegeest, leen van Wassenaer; hem werd echter gelast de hofstede te ontruimen omdat deze door Janna den Bouchert weduwe van Dirk van Zwieten aan Pieter Andriesz verhuurd was",Grote Raad Mechelen Beroepen Holland dl II dossier 123,,
1150022,1487-1503,Paets,"Simon Paets, monnik te Egmond, vermeld 1487; keukenmeester in 1491; vermeld te Ypelaer tot 1503","J Hof: Abdij Egmond p 484/Inv 826, 75 Rek 799-803",,
1150023,1504,Paets,"Arnoldus de Leyden alias Patsz, Traject dioces, studerde te Orleans",Bijdr Hist Gen Utrecht dl 34 p 331,,
1150024,1514,Paets,"lijfrenten verkocht Kerstavond 1513: Clemeynze Heynrich Paedzendochter, oud 40 jaar en Margriete Coen van Boschuysendochter, oud 7 jaar, 2 gld per jaar",Ned Leeuw jg 1915 p 137/Tresoriersrekening Leiden fol 33,,
1150025,1527-03-14 (1526),Paets,"Jan [Pietersz] Paedts, exploiteur voor den Hove van Holland (dl IV dossier 327/6); 1538-11-11: procuratie op hem (dl V dossier 419/2); 1533-06-30: (dl V dossier 422/6); 1537-02-16: Jan Paets Pietersz, procureur (dl V dossier 431/1); 1540-05-05: (dl V dossier 438/6 sub II); 1545-02-09: (dl V dossier 469/2); 1547-10-01: Jan Pietersz Paedts, procureur (dl V dossier 472/9 sub ee en ii); 1549-11-06: Jan Paedts (dl VI dossier 509/5); 1548-08-07: (dl VI dossier 534/3)",Grote Raad Mechelen Beroepen Holland,,
1150026,1576-11-04,Paets,"huwelijksvoorwaarden tussen jonge Jan Jansz van Berendrecht bij rade van zijn vader Jan van Berendrecht Jansz, en Jan Jansz van Berendrecht stadssmyt van Leiden ter ener en Aechte Cornelisdochter met haar zwager Symon Aerents, backer, en haar neef Jan Paedts Jacobsz, ter andere zijde",Ned Leeuw jg 1915 p 138/G.Arch Leiden: Bundel Cijs of Berendrecht,,
1150027,1593,Paets,huwelijksvoorwaarden tussen Jan Claesz van Lodesteyn en Alewaer van Hoogstraten (vermeld in een akte van 1632-04-06),Ned Leeuw jg 1911 p 174/Notaris Jan van Heussen Leiden regest 220,"ondertekend door: Gerrit van Hoogstraten, Cornelis van Lodesteyn, Catharina van Lodesteyn, Jan Paets van Santhorst, Florys Hey en anderen",
1150028,1617-02-04,Paets,"compareerden mr Johan Oem van Wyngaerden, advocaat, Jacob Paets, schepen van Leiden,  Clara van Beveren, vrouw van Hendrik van Dilsen, Maria van Dilsen, vrouw van Cornelis van Lanschot, en verklaarden waarachtig te wezen, opverzoek van Maria Muys, weduwe van jhr Geleyn Zegers van Wassenhoven en haar zoon jhr Geleyn van Wassenhoven, etc","Ned Leeuw jg 193 p 67/Notaris Paets te Leiden, regest 179",,
1150029,1739-1778,Paets,"Elisabeth Paets, haar boedel onder de weeskamer van Rotterdam; 1764: Adriaen Paets boedel ander de weeskamer van Rotterdam","Weeskamer Rotterdam Inv 1041, 1042 p 70 (2 delen); Weeskamer Rotterdam Inv no 886 (1 pak)",,
1150030,1669,Paets,"stierf Willem Paats, burgemeester van Leiden x Rijnsburg de Bevere; Cornelis Paats, te Leiden, zoon Jacob Paats x Lidewy Muys van Holy (eind 16e eeuw)","Batavia Illustrata bl 866, 1014",,
1150031,1683,Paets,"Willemtge Willemsdochter Paets te Rotterdam, vraagt aan de Staten van Holland venia aetatis",Index J.A. Jaeger p 65,,
1150032,1526-1529,Paard,Adriaen Gerritsz Paert en andere leden van de Vroedschap van den Hage worden gedagvaard door Jacob Cornelisz ballemaker aldaar,Grote Raad Mechelen Beroepen Holland dl IV dossier 358,,
1150033,1338,Paardecoper,"Lisse en Hillegom: afterstal van vóór 1337, Ysbrand paardecoper, 10 sc",Rek Houtvester dl VII p 87,,
1150034,1408,Paardecoper,"paerdecoper, van de biertollen op de Coedijc, 14 sc",Rek Rentmeester Kennemerland 839 fol 14,,
1150035,1650-05-27,Paardecoper,"leen van Vianen: no 693A) 4 morgen in Outena, Jan Claesz paerdecoper, na overdracht door Jacob van Beets voor zijn vrouw Maria Cornelis; 1654-06-06: Jan van Roomen voor Anna Groenhout na overdracht door Jan Claesz paardekoper",Ons Voorgeslacht 07/08-1988 p 309,,
1150036,1275~,"Pabeke, van","hic sunt mansi curtis in Dorsten: Henricus van Pabeke, 2",Quellen Stift Xanten p 65,,
1150037,1564-1565,Pacxs,"Catharina Pietersdochter, weduwe van Dirk Jacobsz Pacxs (Paexs) te Enkhuizen contra diens erfgenamen: 1) Harmen Cornelisz als voogd van de kinderen van Cornelis Claesz, 2) Zeger Vredericsz, 3) Vrederik Claesz voor zichzelf en voor zijn moeder Machteld Dircsdochter, 4) Sieuwert Rutgersz voor zijn vrouw Dirckgen Vredericsdochter",Grote Raad Mechelen Beroepen Holland dl VI dossier 589,,
1150038,1352,"Padberg, van","Joannes en Gotschalcus de Patberghe, armigeri, scellent un acte des burgraves de Stromberg ",De Raadt III p 91,,
1150039,1371,"Padberg, van","Henri van Imminchusen scelle pour Lambert, varlet des Soden Johanes van Patberch, qui jure de ne jamias rien entreprendre contra le comte de Berg",De Raadt II p 135/Düss Jul Berg no 867,,
1150040,1372,"Padberg, van","Vollmar von Brenken, donne eyne alden unversegeden hantfrede Ludeken Westudde to hant mines heren des greven van den Berge, vier dage kuntlich vor up te segende to Bilenvelde, vor Fredericke von Patberg van deme Ingenhus etc",De Raadt I p 326/Düss Jul Berg no 871,,
1150041,1330-05-13,Padbroek van,Otto heer van Cuyk doet uitspraak tussen de abt van Marienweerd en de stad Grave over de eigendom van land bij Hal in het land van Cuyk ,Cartul Marienweerd no 369,"zijn mannen en dienstmannen: Sarijs van Kuyc, Peter van Mierlaer die jonghe, Arnoudt van Padbroke, Jacob Priem, Arnoudt Vilroc",
1150042,1450~1500,"Paffenrode, van",genoemd: Hendrik van Paffenrode x Margaretha van Montfoort; Maria Paffenrode x Adriaan Duyk; Wilhelmina van Arkel x Jacob van Paffenrode; Johan van Paffenrode x Clementia van Westerbeek; ± 1650-1771: J van Paffenrode,"Batavia Illustrata bl 1010, 940, 951, 1074; Navorscher jg 1851 p 289, jg 1852 p 139",,
1150043,"1363, 1384",Pagge,"Conrard ou Cono Pagge, coopidanus de Ghiselbertus Mathie et de Hermannus, magistri civitatis oppidi Rodensis (Rolduc), déclarent avoir reçu une redevance du duc de Brabant; 1384: il scelle pour le magistrat de Rolduc",De Raadt III p 91,,
1150044,1539,Payman,"heemraden van Capelle aan de Langstraat: Adriaen Hendrick Maesz, Adriaen Hendrick Willemsz, Hendrick Gysbertsz Payman, Claes Jansz Vos, Adriaen Thonis Dirksz, Michiel Hendriksz, Hubrecht Dirksz",Taxandria jg 1923 p 146,,
1150045,1468-03-17,Paijs,"jonge Pieter Paijs, schepen van den Nyenlande bij Alkmaar; 1468-03-19: jonge Pieter Paijes",Coll Aanw 238 p 434 (v) Memorien Hof van Holland,,
1150046,1538-1561,"Palesteyn, van","Willem Palesteyn, baljuw van Rijnland (dl VI dossier 538); 1565-1571: (dl VI dossier 590); 1564-1565: Jan van Culemborg zou hem een stuk veen geschonken hebben. Diens weduwe en 4 dochters wilden dit veen terug hebben en procedeerden contra Willem Palesteyn, baljuw van Rijnland, mede namens zijn schoonvader Hubrecht Sloot en diens vrouw (dl VI dossier 597)",Grote Raad Mechelen Beroepen Holland,,
1150047,1573-08-26,"Palesteyn, van","in de plaats van Willem van Palestein die voortvluchtig was, gecommiteerd tot baljuw en dijkgraaf van Rijnland, N ter Brouchoven, secretaris van Leiden",Navorscher jg 1897 p 380/Depeches Willem I,,
1150048,1623-03-29,Palenstein,"testament van Pieter Lenertsz Palenstein (gezond) en zijn vrouw  Meis Fransdochter (ziek te bedde liggende), de langstlevende is universeel erfgenaam; Ermgardt Claesdochter, dochter van zijn oudste zuster krijgt vooruit 200 Kar gld; de kinderen van wijlen Meis broer Meinuw Roemers krijgen elk 100 gld als vóór legaat en Roemer Frans krijgt ook 100 gld; hij tekent: Pieter Leenerts Paelensteijn; op 1624-09-12: is Pieter Lenertsz Palenstein, oud schepen, getuige",Not Arch Enkhuizen 897 fol 6,,
1150049,1627-08-18,Palenstein,"losrenten kantoor Enkhuizen: verschijndag 08-23, Pieter Lenartsz Palestaijn en Cornelis Jan Etsen als voogden van Harco Meynertsz, Robbert en Geertgen Meynertsz, fl 2300 - fl 92; afgelost 1773-01-14",Arch. Gecomm Raden Noorderquartier Inv no 51,,
1150050,1631-05-22,Palenstein,"losrenten kantoor Enkhuizen: verschijndag 05-28, de voogden van het nagelaten weeskind van wijlen Jan Jacobsz Palensteijn, boeckdrucker en Claesgen Freecksdochter, fl 500 - fl 20; 1632-10-20/10-25: Pieter Fredericksz Lantman tbv het kind van Jan Jacobsz Palensteijn en Claesgen Freecksdochter, fl 500 - fl 20; 1637-08-24/08-24: Pieter Freecksz Landtman, als voogd tbv Jacob Jansz Palensteyn, nagelaten kind van Jan Jacobsz Palensteyn, fl 200 - fl 8; 1638-08-27/09-06: weesmeesters tbv Jacob Jansz weeskind van Jan Jacobsz Palensteyn, fl 600 - fl 24; 1639-12-09/02-10: als hiervoor, fl 800 - fl 32; 1641-05-16/05-25: als hiervoor, fl 2600 - fl 104",Arch. Gecomm Raden Noorderquartier Inv no 51,,
1150051,1631-05-22,Palenstein,"losrenten kantoor Enkhuizen: verschijndag 05-26, Pieter Gerritsz Palensteyn, fl 600 - fl 24",Arch. Gecomm Raden Noorderquartier Inv no 51,,
1150052,1704-05-10,Palesteyn,"lijfrenten kantoor Alkmaar: Maertje Jans Palesteyn, 333 gld 6st 12 penn hoofdsom ten lijve van Antje Leenderts van Batenburg, oud 6 jaar, daar vader van was Harmanus Aalberts en moeder Maartje Everts, fl 30",Arch. Gecomm Raden Noorderquartier Inv no 51,,
1150053,1660,"Palesteyn, van","Cornelis van Palesteijn, te Leiden, vraagt aan de Staten van Holland venia aetatis",Index J.A. Jaeger p 65,,
1150054,1200,Palick,"Dirk, bisschop van Utrecht, bevestigt het klooster Bethlehem in zijn bezittingen, o.a. geschonken door Bernardus en Gerardus: - in parochie Thideheim (Didam) predium quod dicitur Svalengut emptum a Gerhardo Paleken et ejus hereditus habens warantia, 10 porocorum in silva Waverloe, 10 in marchia Meda, 10 in marchia Loel; - in Sevenharen (Zevenaar) ager datus a Gerardo Paleke, item de domo que dicitur Marscalchinc 10 sol Xantenses, a dati [dicit ?] Gerardo de Versevelde, in die Santi Nicholai",Sloet no 395,,
1150055,1220-06-20,Palick,"borg voor de graaf van Cleve: Gerardus Paleke, ministerialis",Ned Leeuw jg 01-1938 p 31/Lacomblet II no 85,,
1150056,1234,Palick,"dekanesse en klooster te Elten oorkonden dat de verschillen met het klooster Bethlehem bij Doetinchem over de verkoop van enige goederen door ""nostro mancipio de Drenhuizen"" zonder hun toestemming gedaan, bijgelegd zijn",Sloet no 568,"Bernardus Paleke, Mauricio de Hellen, Stephano Scoken, Rudolph de Embrike [Emmerich], Everardo de Hukelem, militibus; Gerardo Papen",
1150057,1240-06-30,Palick,"Gerardus broer van Gozwinus militis de Elten verkoopt met zijn schoonzuster en neef, ten overstaan van richter en schepenen van Emmerick, aan het klooster Bethlehem te Doetinchem goederen ""bona mea Ulth nominata"" met twee waren in de bossen Stokhem en Loberke en twee erven te Laag Elten",Sloet no 617,"Stephano Scocke, Bernardo Paleko, Gerardo Altinensis, Wigaro Altinensis, Henrico Dolemari, Stephano de Hokelem, Ecberto de Hengehusen, Wiero de Werchem, Conrado de Embrike, militibus",
1150058,1242-04-25,Palick,"Dirk graaf van Cleve geeft aan Cleef stadsrechten en vrijdom van tollen te Orsoy, Smithuizen, Huissen en Nijmegen",Sloet no 626,"testes nobiles: Swederus de Dingden, Stefanus de Zulen, Theodericus de Wisschel, Theodericus Doys, Henricus de Smithusen, Guillelmus de Galen, Henricus de Pannerden, Theodericus de Venne, Ysenbrant en Reinerus de Ryneren, Daniel de Ossenbrouck, Alanus de Qualburg, Arnoldus de Nyel, Wilhelmus de Passenberg, Bernardus Palyck",
1150059,1255-12-14,Palick,"Gerlacus zoon van Heinricus heer van Isenburg gehuwd met Elisabeth dochter van wijlen Dirk graaf van Cleve, verklaart ter zake van de nalatenschap van haar vader voldaan te zijn; getuige o.a. Gerardus dictus Paleke, miles",Ned Leeuw jg 01-1938 p 32/Lacomblet II no 422,,
1150060,1257-05-20,Palick,"Dirk graaf van Cleve geeft aan Aleyd vrouw van zijn oudste zoon Dirk, een jaarrente van 600 mark uit de tol te Nijmegen; getuige o.a. Gerardus dictus Paleke, miles",Ned Leeuw jg 01-1938 p 32/Cleve Mark Urkunden no 10 p 9,,
1150061,1258-05-13 -18,Palick,"Sweder heer van Beusichem oorkondt dat het Duitse huis bij Utrecht hem en zijn erfgenamen in leen heeft gegeven zekere onder Paris en Paveye gelegene goederen, welke Bernard Paliken, broeder van het genoemde huis, van zijn vader Elias heer van Paris, geerfd had",Brom regest no 1388/De Geer I no 229/Matthaeus Anal V 861,,
1150062,1280-01-01,Palick,"Hendrik bastaard van Gelre en zijn broer de graaf van Gelre hebben in leen gegeven de gruit van Emmerik en ""in terra sua"" aan Henricus dictus Paleken, miles, en zijn zoon Bernardus, welk recht bij hun overlijden zonder heerwade op de naaste erfgenamen zal overgaan","Ned Leeuw jg 03-1938 p 117/Dederick: Annalen Emmerich p 106, 107 bijlage 11",,
1150063,1286-11-29,Palick,"schepenen en burgers van Emmerik geven aan Bernardus dictus Palekonis het recht om buiten de stad een bierbrouwerij op te richten, waartegenover hij aanneemt de burgerplicht trouw te vervullen en zijn bier voor de gebruikelijke prijs te verkopen",Ned Leeuw jg 03-1938 p 117/Dederick: Annalen Emmerich p 101,,
1150064,1289-09-01,Palick,"de abdis van Elten doet een belening op de proost van het klooster Bethlehem te Doesburg; getuige: Gerardus Pallekene, miles",Ned Leeuw jg 01-1938 p 32/Bijdr Hist Gen I p 290,,
1150065,1300~,Palick,"manuaal van de rentmeester van Twente van de bisschop: te Gore in vigilia Pasche, Gerardus Poleken de area quondam Hartwici, 5 sc Lov",Reg en Rek Bisschoppen van Utrecht II p 584,,
1150066,1302-06-14,Palick,"Paleko, judex van Emmerik, en schepenen aldaar, o.a. Goswinus de Pannerden, stellen een regeling vast tot het verkrijgen van het burgerrecht, op raad van Conradus de Embrica en Bernardus de Pannerden, milites; …-08-13: memoria Mechteldis vrouw van Palikonis de Zevener necnon Gerardi Palikonis de Zevener en zijn vrouw Gertrudis ","Ned Leeuw jg 02-1938 p 52/Dederick: Annalen Emmerich p 141, 142",,
1150067,1300~,Palick~,de decimis in Udem: Everardus Pelijcken 3 ½ mod siliginis et mal avene,Quellen Stift Xanten p 425,,
1150068,1303-06-03,Palick,Ritter Paleke verplicht zich te Bocholt in leisting te komen tbv de broers Wilhelmus en Engelbertus de Brameth,Ned Leeuw jg 01-1938 p 32/Westphl Urkb VIII no 132,,
1150069,1310-05-22,Palick,"Gerardus Paleke, knape, is te Druten borg voor leden van het geslacht van Winssen tegenover het klooster Grafenthal (idem 1311-03-25)","Ned Leeuw jg 01-1938 p 33/Scholten: Grafenthal Urkunde no 114, p 206",,
1150070,1316-10-31,Palick,"de hertog van Gelre bevestigt de voorrechten van Emmerik, getuige o.a. Palicko de Pannerden, famulus","Ned Leeuw jg 02-1938 p 52/Dederick: Annalen Emmerich p 83, 84",,
1150071,1320-02-01,Palick,"voorzitter van het gerecht van Wezel: Gerhard van Sevenaer; 1329: burgemeester van Wezel Everwinus de Zevenaer,  1335 schepen en 1338-1339 ambtman en drost van de graaf van Cleve",Ned Leeuw jg 02-1938 p 54,,
1150072,1323-06-15,Palick,vermeld: Gerardus dictus Palic de Est,Ned Leeuw jg 02-1938 p 53/Urkb Xanten no 548 p 375,,
1150073,1326,Palick,"Pelic van Luvenem, 1 £ (Leuvenum)",Schatting Land van Gelre,,
1150074,1339-05-29,Palick,"Druda weduwe van Gerardus van Sevenar heeft met toestemming van de proosdes van Vreden een tot Lutteke Ropelwijc behorend hooiland daarvan afgescheiden en afzonderlijk verkocht onder voorwaarde dat het aan Ropelwic jaarlijks een tijns van 2 gr Tourn tbv van het Stift zou afdragen; Druda belooft dit bedrag tegelijk met de gehele tijns van Ropelwijk te zullen betalen; vgl 1358-12-20: het kapittel van Vreden verpacht aan de Augustijnen heremieten te Wezel de hoeve Ropelwic, met uitzondering van het hooiland dat aan Trude weduwe van Gerhardus de Zevenaer verpacht is","Ned Leeuw jg 02-1938 p 54, 55","bezegeld door Everwinus de Zevenar, officiatus comitis Clivensis",
1150075,1350,Palick,vermeld: Jan Palick van Holthuysen; 1352-09-20: vermeld Otto Palick; 1353-1383: Willem Palickenz,"Ned Leeuw jg 03-1938 p 118, 117/Urkb Xanten no 844 p 550",,
1150076,1356-02-06,Palick,voor richter en schepenen van Cleve verkoopt Arnoldus van Holthausen aan zijn broer Johannes Palick een cijns van 8 sol en 6 Brab in de vrijheid van Cleve gelegen (1358-09-03 idem),Urkunden Stift Monterberg Cleve Regest 317 p 118,,
1150077,1361-08-23,Palick,"Walraven van Wye, ridder, richter in de Overbetuwe, Gerrit Palick van Sevenaer, Alard van Sevenaer e.a. verzoenen zich met de stad Utrecht ter beeindiging van de vete wegens Gherit Holle",Reg Stad Utrecht no 305,,
1150078,1364-1369,Palick,vermeld: Jordan Palick; 1389-11-18: Peelken van Veessen; 1406-10-23: de broers Bitter en Claes van Poelwijck; 1408: Berend Paelken van Baer; 1408: zegel van Bernt Palick van Holthuysen,"Ned Leeuw jg 03-1938 p 117, 118, 123; Scholten: Grafenthal p 203",,
1150079,1371-02-19,Palick,"Palike van Sevenaer, baljuw van de Lyemersch en gardien van het kasteel Sevenaer",De Raadt III p 354/Arnhem Rekenkamer/Ned Leeuw jg 02-1938 p 57,"zegels van Gerrit Palick van Sevenaer, zijn oom Walraven van Wye, zijn neef Roelof van der Lawyc",
1150080,1373-06-07,Palick,"Palic van der Wilten en Willem Palick treden op als getuigen in een aangelegenheid betreffende Stift Elten; 1376-06-29: Aleit weduwe van Bernt van der Wilten, ridder, en haar zoon Gerrit blivjen borg voor haar zoon en zijn broer Bernt ","Ned Leeuw jg 03-1938 p 119/Stift Elten Regest 42, 43",,
1150081,1375-04-29,Palick,"Gherit van der Wilten oorkondt als leenheer dat zijn neef Gherit Palic van Sevener aan diens vrouw Geertruyd verschillende landerijen onder Zevenaer, o.a. in Sevenerbroye(c) en Poelwickersteghe als lijftocht heeft gegeven; 1375: Gherit Palic van Sevener gegoed in de Lymersch","Ned Leeuw jg 02-1938 p 57, jg 1936 p 188/Arch KloosterMariengrave te Doesburg","bezegeld door: Gerrit van der Wilten, zijn oom en leenman Gherit Palick van der Wilten, zijn neef en leenman Willem Palick, zijn neef Gerrit Palick van Sevenaer",
1150082,1385-09-30,Palick,"Deric van Synderen heeft zijn vrouw Fye, dochter van Gerardt Paliken van Sevenher, opgedragen den alingen Hof ter Horst en de Luttike Horst, gelegen in het kerspel de Wilp en het alinge goed te Camp in het kerspel van Voerst; ook heeft hij opgedragen zijn goed die Welle te Synderen",Van Doorninck: Akten Gelre Zutphen te Dusseldorf p 11,"manne: Walraven van Wye, Otte van Bylandt heer Ottenz",
1150083,1400,Palick,Guillaume Paelick scelle un acte de la famille van Hetterschede,De Raadt III p 91/Düss Cleves Mark no 633,,
1150084,1401-1402~,Palick,"opgave van het bezit van het kapittel van Cleve in Zevenaer: decima in Zevenar, Palack de Zesevaer van den Wilghenover den dijck bi der Kirchen, 4 gr",Urkunden Stift Monterberg Cleve Regest no 87/4 p 286,,
1150085,1401-03-03,Palick,"Willem hertog van Gelre en Gulik belooft aan Gherit Palick van Sevenaer ""onse lieve knape"", diens huis te Sevenare dat Gherit de hertog had ""ondergedain ende geleent"" hem weer te zullen overleveren",Ned Leeuw jg 02-1938 p 57,,
1150086,1402,Palick,"Geertruid van Sevener weduwe van Doornik staat met haar zoon Wouter van Doornick en diens vrouw Maria, aan het klooster Bedbur een rente te Niel af",Ned Leeuw jg 1938 p 59,,volgens de Groot: Geertruid van Lent hertrouwd met Allard van Sevenaer [ is m.i. niet juist]
1150087,1405,Palick,"Griete weduwe van Gerrit Palich van Sevenaer en haar dochters Sophia vrouw van Dirk van Sinderen, Griete vrouw van Evert van Enghuizen en Heilwig vrouw van Hendrik van Helbergen verdragen zich met de graaf van Cleve over de nalatenschap van voornoemde Gerrit",Ned Leeuw 02-1938 p 58,,
1150088,1410~,Palick,"leenregister Culemborg: - Palick van Zuvener een tiende in het kerspel van Zuevener;  - Heilwich Palickendochter van Suevener de kleine tiende in de kerspel van Sevener, die van Engbert van Enghusen was; hulde deed Herman van Enghusen Evertsz","Leenregister Culemborg fol 2, 11",,
1150089,1412-12-12,Palick,"Gerardus Palix de Rynderen en zijn vrouw Eva, lekenburgers van Cleve",Urkunden Stift Monterberg Cleve Regest no 1032 p 328,,
1150090,1417-10,Palick,"4 Hollandse morgen land, geheten het Hirtsgat in het kerspel Netterden, 4 £: Jutte Aleit Rikartsdochter; hulder: haar man Pailke Matelang; 1450-05-20: na zijn dood is haar neef Steven Loyff hulder; 1453-11-07: Jutte Jut Rycartsdochter, na dode van haar moeder en van Steven Loyff, haar man Steven Kail is hulder; 1466-12-29: eed vernieuwd",Leenregister Huis Bergh p 191,,
1150091,1417,Palick,"Gertrude van Sevener, Gauthier van Doernick, son fils. et Marie, femme de celui-ci, cèdent au couvent de Bedbur une rente à Nyelle",De Raadt III p 354/Düss Bedbur no 73,,
1150092,1418-01-25,Palick,"de ridderschap van Cleve belooft aan hertog Adolf van Cleve dat hij door zijn oudste zoon of dochter opgevolgd zal worden; 1421: Willem Palick, getuige voor hertog Adolf van Cleve; 1439: vermeld Dietrich Palick van Ambe","Ned Leeuw jg 03-1938 p 123, 117, 118/De Raadt III p 140",bezegeld door o.a. Bitter en Claes van Poelwijck,
