id,datum,naam,inhoud,bron,getuigen,bijzonderheden
1010011,1170,"Aa, van der",bisschop Godfried en zijn broers Dirk en Gerlag schenken aan de abdij van Foreest hun landgoed tusschen Anderlecht en Dilbeek [bij Brussel],Oorkbk Sticht Utrecht no 468,"Walterus de A, Daniel …, Giselbertus Magnus et frater suus Lantbertus, Walterus de Campen…, Heinricus et Walterus de Stalle, Stemarus et Arnoldus frater suus, ….. Et frater suus Theodericus, Stephanus de Anderlecht et filii eius…. Geldulfus, Heinricus oculus diaboli et frater suus Cunradus Hein....",
1010012,1172-06-18/09-24,"Aa, van der",bisschop Godfried schenkt de voogdij over de landen van het kapittel van St Jan te Balgoye aan de proost van dit kapittel,Oorkbk Sticht Utrecht no 473,"testes liberi en ministeriales: comes Gelrenis Heinricus et filius eius Gerardus, comes Hollandensis Florentius et fratres eius Robertus et Otto, advocatus Rudolfus, Theodericus castellanus et frater eius Gerlagus, comes Luscus Wilhelmus [van Goye], Constantinus de Monte, Riquinus de Maldberge, Otto junior de Maldberge, Theodericus de Altena, Florentius de Vornen [van Voorne], Isebrandus de Harlem, Alardus Vicman, Ekbertus de Amestelle et filius eius Heinricus, Heinricus de A, Ylias et filius eius Godefridus, Rothericus de Daventria, Bertrammus de Daventria, Hathemannus de Lindelo, Benneke de Walde et duo filii eius Randolfus en Rudolfus, Gerardus de Lindescote, fratres eius Jacobus, Heinricus, Gozwinus de veteri valle, Isebrandus de Lente, Arnoldus de Everikesthorpe, Hermannus Irregang, Theodericus de Judefas",
1010013,1174-09-08/24,"Aa, van der",bisschop Godfried neemt de advocatie over de abdij Oudwijk op zich,Oorkbk Sticht Utrecht no 481,"testes liberi: Gerardus comes de Gelre, Henricus comes de Malsen, Wilhelmus comes de Pule, Gerlagus de Renen; ministeriales: Gerardus et Albertus filius eius, Helias villicus et Godefridus eius filius, Guillelmus de Vorne, Gerardus filius eius, Gosewinus, Wilhelmus de Schalcwijk, Jacobus",
1010014,1176-03-09/06-18,"Aa, van der",bisschop Godfried beslecht de twist over de hof te Beusichem,Oorkbk Sticht Utrecht no 485,"Henricus de Chuic, Gerlagus castellanus, Wilhelmus Strabo, Wilhelmus de Lureke, Henricus de Berebache, Winricus de Wegesate, Elias [de Aa] , Giselbertus de Amestelle, Giselbertus de Wercunde, Albero Pavo, Otto capellanus",
1010015,1176,"Aa, van der","bisschop Godfried scheidt Heerde, Gaedsberg en Vorchten van de kerk te Epe waartoe Vaassen en Oene blijven behoren",Oorkbk Sticht Utrecht no 487,"…. de Brunkhorst, Warinbertus de Herda, Werenboldus de Buchorst, Rutgerus de Daventria, Helias de Aa, Johannes Sallant",
1010016,1177-09-24<,"Aa, van der","Gerard, zoon van graaf Hendrik van Gelre, ontheft naar aanleiding van klachten der burgers van Utrecht, deze van de bezwaren die zij te Rijnwijk (Oud Wageningen) hadden ondervonden",Oorkbk Sticht Utrecht no 494,"Helias, scultetus et fratres eius Walterus et Wernerus, Gozwinus et Sigehardus frater eius, Giselbertus, Albero; ministeriales:  Hartgerus ministerialis, Ludolfus, Arnoldus, Gerardus de Foro, Albertus et frater eius Lambertus, Johannes de Aldwick, Heinricus de Dudenwert, Gerardus de Mummo, Johannes de Sallant, Jacobus de Arnhem, Bernardus de Ormete, Gozwinus de Berentrothe, Jacobus de Varnheim, Hildgerus scultetus de Rinwick",
1010017,1178-04-09,"Aa, van der",testament van bisschop Godfried met lijst van testes liberi en ministeriales,Oorkbk Sticht Utrecht no 499,"Rudolfus de Gore advocatus S Martini, Wilhelmus Luscus comes, Gerlagus frater meus, Rudolfus advocatus de Echtelte, Hubertus de Echtelte, Wilhelmus de Alborch, Noiel de Eggerhove, Thomas de Berenchem; ministeriales: Helias de A, Albero de Amerungen, Gozwinus nepos suus, Alardus Aues, Wilhelmus de Duerdecke, Reinerus de Dolre et Hugo frater suus, Reinerus et Amelricus filius suus, Giselbertus dispensator meus, Otto capellanus, Godescalcus camerarius, Stemarus et Gunterus filius suus, Robertus de Orde, Gevehardus de Ecke",
1010018,1178-03-08<,"Aa, van der",bisschop Godfried schenkt aan de kannuniken van St Marie en St Lebuinus te Deventer de gehele tienden van het Voorsterbroek bij Zwolle,Oorkbk Sticht Utrecht no 445,"Wilhelmus de Schalcwyk, Ghiselbertus de Amstelle, Elyas Trajectensis scultetus, Theodericus de Jutphaes, Wernerus filius Franconis Calvi, Reynerus de Tolre et frater eius Hugo, Godescalcus camerarius",
1010019,1178-03-09 - 05-27,"Aa, van der",bisschop Godfried geeft aan het kapittel van St Pieter te Utrecht de vrije beschikking over den hof Broek [Biljoen bij Velp],Oorkbk Sticht Utrecht no 496," Henrico de Kuc, Gerlaco castellano, Helya de A et fratre eius Walthero",
1010020,1178,"Aa, van der","Godfried, bisschop van Utrecht geeft de tienden van Driel, Giessen en Woudrichem, die hij zich toegeeigend had, aan het kapittel van Oudmunster terug",v.d.Bergh I no 158,"Wilhelmo de Scalcwyc, Helya sculteto, Giselberto de Amestelle, Henrico Flamigo, Theoderico de Judefaes, Alberone Pavone, Wilhelmo de Thyverdic",
1010021,1185,"Aa, van der","Bavenkendis schenkt aan het kapittel van St. Jan te Utrecht enige horigen: met name Franco met vrouw en kinderen, Theodericus met vrouw en kinderen, Hildegardis met vrouw en kinderen, Albo met vrouw en kinderen, Thomas Hinmarck met vrouw en kinderen, Gertrudis, Folcardus, op voorwaarde dat deze of hun kinderen de rechten van de dienstmannen van het kapittel zullen genieten",Oorkbk Sticht Utrecht no 515,"testes laici: fratres mei Albero, Gerardus, Willekinus; presentibus: Gozelino preposito S Bonifacii, Willelmo de Scalwic, Arnoldo Scapekin, Rudolpho de Wildenisse, Henricus de Lonreslote et frater eius Gerardus Splinter, Walterus de A et Theodericus filius eius, Arnoldus de Everickestorp et duo generi eius Johannes de Aldwic et Giselbertus, Theodericus de Turre, Arnoldus Pil et fratres eius Theodericus Reigere et Gerardus Blome",
1010022,1186,"Aa, van der",Arnoldus Scapekin schenkt enige horigen aan het kapittel van St. Jan te Utrecht,Oorkbk Sticht Utrecht no 516,"Wilelmus de Scalcwic et Egidius filius eius, Henricus de Lonreslote et Gerardus Splinter, frater eius, Henricus de Abbenkewolde, Walterus de A et Theodericus filius eius, Fridericus de Hurst et Bernardus frater eius, Hermannus scultetus de Worthene et Godescalcus frater eius, Arnoldus de Everikestorp et duo generi eius Johannes de Aldwic et Giselbertus, Theodericus de Turri, Albertus Pil et fratres eius Theodericus Reigere et Gerardus Blome",
1010023,1196-04-30>,"Aa, van der",het kapittel van St Marie en de burgers aldaar sluiten een overeenkomst in het geschil over een door de kanunniken gebouwd huis te Utrecht,Oorkbk  Sticht Utrecht no 529,"Alfero et Alberto de Wlvinne, Andrea de Werconde, Gerardo de Voorne, Wernero Calvo, Francone Bonte, Lubberto de Wedene, Alberone de Worden, Huberto de Businchem, Wilhelmo Unlethege, Hernesto filio Alferi",
1010024,1200-11-02/03,"Aa, van der",verdrag tussen hertog Hendrik I van Brabant en Dirk VII waarbij de laatste o.a. Zuid-Holland in leen ontvangt,v.d. Bergh I no 183,"Theodericus Trajectensis episcopus, Machtildis ducissa, Henricus dux de Limburg, Albertus comes de Dasburg, Philippus comes Namurensis, Wilhelmus frater ducis, Henricus de Kuc, Albertus filus eius, Walterus Bertold, Godefridus de Scoten, Arnoldus de Grimbergen, Arnoldus de Diest, Leonius de A, Godefridus castellanus de Bruxella, Arnoldus de Wesemale, Arnoldus de Walem, Wilhelmus Vulpes, Walterus Bac, homines de Brabant",Brabant
1010025,1215,"Aa, van der",Godefroid châtelain de Bruxelles,De Raadt I p 343,,
1010026,1226-03-29,"Aa, van der","Otto bisschop van Utrecht geeft aan Gijsbrecht van Amstel, na de afstand van Henrick van Velden, de goederen van Muiden, Weesp en Diemen in erfpacht",v.d. Bergh I no 296,"Alphardus marscalius, Walterus  de Goy, Gerardus de Dolre, Arnoldus Louf, Giselbertus de Pole, Egidius de Amestel, Henricus de Lonreslote, Albertus senior et Albertus junior de Wulven, Stephanus pincerna, Giselbertus camerarius, Hermannus de Worde, Gerardus de A, Gerardus de Merlo, Giselbertus et Fredericus de Vechten",
1010027,1226,"Aa, van der",de bisschop van Utrecht doet uitspraak tussen de graaf van de Goye en het kapittel van St Marie over de tienden van Houten,Van Mieris I p 204,"Alardo de Buren, Herberto de Leyde, Waltero Spirinck, Giselberto de Amestelle, Egidio frater suo, Alberto de Wulven et Alberto filio suo, Arnoldo Loiff, Ernesto de Wulven, Hermanno de Worden, Alfardo de Renbecke, Amilio de Werde, Everardo burghgravio de Montfort, Henrico de Amersfoirt, Gerardo de Merlo, Gerardo de A, Henrico Splinter, Stephano de Boesinghem, Gisekino de Poele, Wilhelmo Schadde, Nannekino, Gerardo de Curia, Johanne de Vechten, Hugone de Halten, et Philippo, et Pavone, Ernesto de Everdingen, et Engelberto fratre suo, Wilhelmo Prois, Ottone Prois, Gerardo Prois, Bernardo Prois, Egidio de Scalwick",
1010028,1230,"Aa, van der","Galterus en Arnoldus de A verklaren tbv hun zuster Clementia, betreffende grond te Laeken, Anderlecht en Beersel",De Raadt IV p 345,,beschrijving wapen
1010029,1234,"Aa, van der","Leon châtelain de Bruxelles, met wapen beschrijving",De Raadt I p 343,,
1010030,1236,"Aa, van der","Oda de Grimbergis, quondam uxor vivi nobilis domini Walteri de A dote l'abbaye de Zwyveke ",De Raadt I p 516,,
1010031,1247,"Aa, van der","Léon, fils de Léon chatelain de Bruxelles ",De Raadt I p 343,,
1010032,1251,"Aa, van der","Leonius de Aa déclare que derant lui tet ses hommes Juta fille de Guillaume fils de Boudouin de Rode (Rufus), de Machelen près de Vilvorde, a cédé á lábbaye de la Cambre une terre á Machelen, entre la Senne et le lieu dit Hofstade ",De Raadt I p 157,,
1010033,1256-06,"Aa, van der","dominus Arnoldus de Rotselaer, garant de Leon d'Aa, chevalier (Zwijveke)",De Raadt III p 274,,
1010034,1256,"Aa, van der","dominus Willelmus de Grenberghe seigneur de Asche, garant de Leonius de Aa",De Raadt I p 516,,
1010035,1256,"Aa, van der","Leonius de A, miles, déclare que le convent de Zwijveke tient un fief de lui, met wapen",De Raadt I p 157,,
1010036,1267,"Aa, van der","Leonius dictus de Aa dominus de Poller, miles, et Ymarna uxor, met zegel",De Raadt I p 153,,
1010037,"1271, 1300","Aa, van der","Dirk Monix, schepen van 's Hertogenbosch, zegel: drie koeken beladen met een hermelijnstaart, en een schaakbord als vrijkwartier; waarvan één hoek (als vrijkanton) is bezet met een meerl (v.d. Aa) ; 1300: Jan Monincx, idem",Navorscher jg 1890 p 581,,vgl het zegel van Coptiter en van Martinus Martens Nicolaasz in 1466
1010038,1279-04-13,"Aa, van der","paus Nicolaas III gelast de deken van Emmerik onderzoek te doen tussen het nonnenconvent te Oostbroek en Johannes de Sande, miles, zijn zoon Helias, Everardus sculteti, Theodericus Erneldis, Engelbertus dictus de A en zijn broer Screvelius, Johannes de Roemste, Everardus de Stoutenberch, laici, Trajectensis civitatis et diocesensis, die het klooster in zijn goederen benadelen",Codex Dipl Neerl Serie 2 dl 4 afd 2 p 27,,
1010039,1283-06-07,"Aa, van der","Godefridus, rector van de kerk van Montfort, erkent 8 £ schuldig te zijn aan Jacobus, decanus van St Johannis als opbrengst van de leden der kerken van Montfoort en Loenen",De Fremery no 209,"borgen: Engelbertus de A, Petrus zoon van Aleydis, Nicholaus Colin, Nicholaus  Inwin",
1010040,1283,"Aa, van der","Gerardus de Aa dominus de Grimbergis, déclare que devant lui Walterus de Braempt a donné apud Zempsn (Sempst), au monastére de la cambre, des fiefs relevant de lui, met wapen",De Raadt IV p 345,,
1010041,1285-10-27,"Aa, van der","dit zijn degenen, die hun goed op hebben gegeven  aan de graaf  van Holland en ""sinden sine mannen worden dore der zoene willen van den here v. Amstelle jeghens den grave van Holland"": Geret van der A, leen; Gherard van der A [Ter A onder Ruwiel] anderhalve hoeve in Denemarken [Demmerik onder Vinkeveen]; Jacob van der A, leen; Jacob van der A, een hoeve in Oudencoep [beoosten Demmerik]",Bijdr Hist Gen jg 1901 p 60/Reg EL 5 fol 33v,,
1010042,1289,"Aa, van der","Gherart van Aa, ridder, heer van Grimberghen déclare que, devant lui, Her Henric van Wilre, riddere te Zempse (Sempst) à donné à lábbaye de la cambre 3 bonniers de prairie mouvant de lui et sis in Werder beende (Weerde)",De Raadt IV p 345/375,,
1010043,1290-07,"Aa, van der",Giselbertus de Ruele wordt beleend met het goed te Achtersloot dat zijn vader reeds van het kapittel van Oudmunster te Utrecht hield ,Codex Dipl Neerl Serie 2 dl 4 afd 2  p 84,"borgen: Hermannus  de Woerden, zijn vader Splinter de Ruele, milites; Amelis de Mynden, Gerardus de A, famulos",Achtersloot
1010044,1290,"Aa, van der","leenakte waarin genoemd: Dame Mahant castellaine de Bruxelles et Gerard de Marbais, fil a le dite castellaine, met zegelbeschrijving",De Raadt I p 343,,
1010045,1291,"Aa, van der","Gherart van Aa, heer van Grimberghen verklaart dat Her Henric van Wilre aan l'abbaye de Cambre in Werde heeft overgedragen",De Raadt IV p 345,,
1010046,1298,"Aa, van der","Gerard heer van Grimbergen, met zegel",De Raadt I p 153,,
1010047,1298,"Aa, van der ","broeder Diederik van der A, zijn vrouw Hadewich, hun beide kinderen Fredrik en Hadewich, geven de vrije eigendom van een hoeve  ""op Oudeland int gerechte van Obburen, daer onse woninghe was, ende ene halve hove in de Biesen over Afterdiec"", aan het Duitse huis te Utrecht [ten oosten van Ysselstein, Oudlandsepolder, ten westen grenst de Biezenpolder]",Codex Dipl Neerl  Serie 2 dl 4 afd 2 p 97,,
1010048,1299-08-01,"Aa, van der","de pastoors van Rijswijk en Eikenduinen berichten de officiaal en domproost te Utrecht, dat zij Gerardus,  schout van Wateringen en andere officieren, nl Screvelus de A en Engelbertus Screvel gesommeerd hebben hun handen te trekken van het land in Monsterambacht dat het kapittel van Oudmunster geerfd had van wijlen Hermannus en Hasekine in Weteringhe en in Monsterambacht; verder hebben zij de pachters vermaand de pacht van dit land aan het kapittel te voldoen",v.d. Bergh II no 1076,pachters: Philippus de Podelwike en Symon zoon van Ghele,
1010049,1305-11-14,"Aa, van der ","Guy, bisschop van Utrecht, bevestigt die van Utrecht alle oude privileges",Van Mieris II p 50,"bezegeld door: heer Jan, abt van St. Pauwels, broeder Dirk van Holland, commandeur van het Duitse huis, broeder Dirk van der A, commandeur van St. Catarinen te Utrecht",
1010050,1306-11-29,"Aa, van der ","de regering van Haarlem bericht aan graaf Willem dat zij 21 knapen in zijn dienst verloren hebben, o.a. Dirck Ghisebrechts neve van der Aa; gesneuveld tegen  de Vlamingen",Van Mieris II p 60,,
1010051,"1307, 1308","Aa, van der",achterstallige renten in 1307 in het land van Amstel:  -  ver Hasekin van der Aa 22 £  10 sc; - Otten kinder hofstede 2 £; - Otten kinder land ter Ouderkerken 2 £ 15 sc,Rek Hen Huis I p  4,,
1010052,1308,"Aa, van der","renten van het land van Amstel in 1308: te Loenen [?] - Heyne van Loenen van Colins land 4 £ 10 sc, - Peter Dankard 25 sc, -Volquin 2 £ 17sc; van de tiende van Loenen: 2 £ 15sc; - van Cosins land bij Cronenborch 4 £ 10 sc; - Willems land van Teylinghe, verpacht; - Jacob van der Aa 30 £; - ver Hasekin van der A 11£ 5sc","Rek Hen Huis I p 10, 12",,
1010053,1314,"Aa, van der","Gijsbrecht van Ysselstein en zijn oudste zoon Arnold, ridders, oorkonden dat in hun gerecht voor hun schout, ver Hasekijn, weduwe wijlen broeder Diederik van der A en haar dochter jvr Hasekijn, overgaven aan de Commandeur en broeders van St. Janshuis van Overzee en de Spitalen van St Katerine te Utrecht, de eigendom van een hoeve land gelegen op het Oudelant, van de Afterendijk in de Ysel, en een halve hoeve gelegen in den Biesen tussen het land van Bokel van den Vliet en Willams Jongenland  [al dit land was gelegen te Ysselstein]",Codex Dipl Neerl Serie 2 dl 4 afd 2p 97,,
1010054,1340,Aa,schepenen van Aa in Leuwe Sente Peeters (Leeuw-Saint-Pierre),De Raadt IV p 373,,
1010055,1346-06-01,"Aa, van der","grafelijk leen in Amstelland: - in Muden Tideman van der Ha 3 morghen land  gelegen in het Haerecht van Nichtevecht; - Tideman Claysz 2 morgen land te Nichtevecht; - Gherstman Gherstmansz te Nichtevecht 4 morgen land, gelegen in Haerecht te Nichtevecht; - in Wezep: Jan van Wtermeer, de smaltiende te Wesepe en te Utermeer en bij de Gheyn; - Jacob Avenz 4 morgen bij de Gheyn; - Tideman Fekerdey van Muden 4 morgen land bij de Gheyn",Bijdr Hist Gen jg 1901 p 270/Reg EL 5 fol 96r,,
1010056,1363-06-17,"Aa, van der","Johan van Arkel, bisschop van Utrecht, beleent Robbrecht van Renswoude, bastaardzoon van zijn broer heer Robbrecht van Arkel, met Renswoude",Van Mieris III p 150,"mannen:  Steven van Zulen, ridder, Ghisebrecht van Ysselsteyn Ottenz, Jacob van der A, Johan van Bueren",
1010057,1368,"Aa, van der","schepenprotocollen 's Hertogenbosch: heer Willem van der Aa, ridder, komt reeds als ridder voor in 1368, was in 1392 schepen van 's Hertogenbosch en wordt nog vermeld in 1398. Hij was een zoon van Gerrit van der Aa en Jonkvrouw Elisabeth, broers en zusters: 1)  Goossen van der Aa, ridder, die ook schepen van Den Bosch was (1391) en nog voorkomt in 1398; 2)Gerrit van der Aa, ridder, voor 1378 overleden en vader van Gerrit van der Aa, die in 1398 ""t goet te Zegewerp"" onder St. Michielsgestel voor vier jaren verpacht aan Gijsbert Collart tegen 46 mud rogge; 3) jvr Margaretha, religieuse te Hedonc (1393); 4) Katharina, tussen 1384 en 1389 meermalen genoemd als echtgenote van heer Hendrik van Mordrecht, ridder, en in 1399 als diens weduwe vermeld","Ned Leeuw jg 1913 p 226, 1917 p 227",,
1010058,1373-09-07,"Aa, van der","Johannes heer van Gruythuyse en Grimbergen, ridder",De Raadt IV p 375,,
1010059,1374,"Aa, van der ","Jean van Pollanen jadis prisonnier à Basweiler, sous le sire de la Lecke, 276 moutons; Jean van Aa, heer van Gruythuse zegelt voor hem",De Raadt III p 144,,
1010060,1374,"Aa, van der","Jean van der Aa heer van Gruythuyse en Gimberge, gevangene te Basweiler, ou il fut un des chefs de l'armée de Wencelas ",De Raadt I p 153,,
1010061,1374,"Aa, van der ","Geldolphe van den Gruuthuse, ridder en gevangene te Basweiler",De Raadt I p 153,,
1010062,1374,"Aa, van der ","Guillaume van der A, ridder en gevangene te Basweiler",De Raadt I p 158,,
1010063,1379,"Aa, van der ","Jacop van der A en zijn zoon Alfer van der A,  hebben het  huys te Vollenho in het schoutambacht van Vollenho en de Hasselt als onderpand",De Raadt  I p 158,,
1010064,1386,"Aa, van der","Gerard van der Aa, schepen van 's Hertogenbosch",Navorscher jg 1890 p 522,,
1010065,1387,"Aa, van der","Goswijn van der Aa, ridder, schepen van 's Hertogenbosch, met zijn zegel",Navorscher jg 1890 p 522,,
1010066,1389,"Aa, van der","Wilhelmus van der A, ridder en schepen van 's Hertogenbosch",De Raadt I p 158,,
1010067,1391,"Aa, van der","Gosen van der A , vassal du Brabant",De Raadt I p 158,,
1010068,1392-08-16,"Aa, van der",huwelijksvoorwaarden tussen Johan Gysbrechtsz van Nyenrode en Margaretha Woutersdochter van Mijnden ,Berigten Hist Gen IV p 87,"huwelijksvrienden: Willem van Mijnden, Thimon van Damassche, Alfaart van der Ae, Willem van den Vliete, Gerrit van den Vliete Wernersz., Wouter Reynertsz.",
1010069,1410~,"Aa, van der","leenregister Culemborg: - Dirc van Oestrum, ½  hoeve tot Scalcwijck, belend boven: Jacob van der A, belend beneden: Jacob van der A; - Jacob van der A 3½, morgen in den Wale;  - jvr Bely (doorgehaald en vervangen door Udele Jacobsdochter van der A) 3½  morgen in den Wale. Hulde doet Bernt Sgeijde van Hidsberge","Leenregister  Culemborg fol 4, 9 v",,
1010070,1412,"Aa, van der","Gerardus de Aa, schepen van 's Hertogenbosch met zegel",De Raadt I p 158,,
1010071,1423,"Aa, van der","Willem Rolofsz een hofstad met een acker land  te Helsdingen, belend boven: Gysbert van der A; beneden: Fye vrouw van Henrick Geryt Boijkens ",Leenregister van Culemborg fol 96 v,,
1010072,1440-05-20,"Aa, van der","Jean van Ranst de jonge, kastelein , burggraaf en drost der stad Limburg, belooft kasteel en stad op de eerste aanmaning aan de hertog te zullen teruggeven",De Raadt III p 193,"borgen: Guillaume seigneur de Bigaerden, sweer dudit Jean, Daniel van Ranst, seigneur de Houtain et de Thielen, son oncle,  Costein van Aa, seigneur de Hochstein et de Liemale, son neve",
1010073,1444-11-23,"Aa, van der","huwelijksvoorwaarden: Belia, vrouw van Arnoldus Wolphardsz de Rover, van hun dochter Maria ter ener en  Elisabeth, weduwe van Jan Back van Tilborch met hun zoon Berthout ter andere zijde. Ten huize van heer Ghiselbert Back, kanunnik van St. Jan in de Peperstraat. Notaris: Rutger van Arckel; in presentie van Johannes Monix, schepen van Den Bosch",Taxandria 1923 p 174,"Henricus van der Aa Gerardsz, Dirck die Lu, Martinus Monick, Johannes van Gheel, Arnoldus van den Wyer Henricksz, Johannes de natuurlijke zoon van Arnoldus Wolphartsz en Arnoldus Berys",
1010074,1455-08-01,"Aa, van der","hertog Philips beleent Gysbrecht van Nyenrode na dode van Jan zijn vader o.a. met een hoeve in Portengen, in het gerecht van Jacob van der Aa, tot een recht leen",Berigten Hist Gen IV p 98/Arch  Nyenrode,,
1010075,1471,"Aa, van der","Dirk van der Aa, schepen van 's Hertogenbosch, met zegel",Navorscher jg 1890 p 522,,
1010076,1481,"Aa, van der","Louis de Aa de Bruges comte de Winchester seigneur de Gruythuyse, chevalier, met wapen",De Raadt I p 158,,
1010077,1505,"Aa, van der","schepen van Rotterdam: Nicolas van der A, met wapen; 1520: Jacques van der A (fils de Nicholas), schepen van Rotterdam",De Raadt I p 158,,
1010078,1522,"Aa, van der","Gerard van der A, schepen van Malines, met wapen (ook in 1529 en 1534)",De Raadt I p 158,,
1010079,1587,"Aa, van der ",schepen van Rotterdam: Guillaume van der Aa ,De Raadt I p 158,,
1010080,1591,"Aa, van der",schepen van Rotterdam: Adrien van der A (fils de Nicolas) ,De Raadt I p 158,,
