id,datum,naam,inhoud,bron,getuigen,bijzonderheden
1170025,1316-05-16 - 1317-05-15,"Raaphorst, van","rekening van Willem ver Baertenz als rentmeester van heer Jan van Beaumont: eerst in Noirtich van den dike: Clare van Rapurst, 1 hofstede  - niet; tussen 1317-1322 dezelfde post; 1322-1323: Clare van Rapurst hofstede: 3 sc, bi jonghe Dirck Hieck","Rek Hen Huis II p 424, 442",,
1170026,1316,"Raaphorst, van","uitgaven: op onze vrouwenavond in september heer Kerstant van Raephorst 12sc grote, maakt 4 £ 16sc Holl; zondag na St Niclaesdag: 4 £ 10 sc Holl","Rek Hen Huis I p 71, 72",,
1170027,1316,"Raaphorst, van","uitgaven aan bodegeld: heer Kerstans gegeven Willemet, ""die den misboec seref, sdincsdaghes na onser vrouwen daghe half Oest, in Henegouen mede te varen, 12 ½ sc""",Rek Hen Huis I p 51,,
1170028,1317-02-21 (1316),"Raaphorst, van","heer Hughe van Sottinghem en de vrouwe van Putten verpanden al hun erfgoederen in Holland en Zeeland aan graaf Willem, die beloofd had die edelen schadeloos te houden die voor hun borg waren gebleven voor een bedrag van 550 £  Holl geleend van de lombard van Schiedam","Van Mieris II p 168, 169","borgen: Gheraerd van Raporst, Gheret van Eemskerck, Willem van Naeldwijck, Dirck Bokel, ridders; Willem van Leyden, Dieric van der Made, Jan van Bergen, Willem van der Woerd",
1170029,1319-12-14,"Raaphorst, van","Philips van Wassenaer draagt aan de graaf de corentiende en de smaltiende te Wassenaer op, tot lijftocht voor zijn vrouw jvr Goede",Van Mieris II p 230,"dominus Zudensem, Symon de Benthem, Gherardus de Raephorst, milites, Enghelbertus",
1170030,1320-09-02,"Raaphorst, van","graaf Willem benoemt tot Raden van de bisschop van Utrecht de edelen: Janne van Arkel, Zweder van Abbecoude, Symon van Bentem, Gheryt van Raporst, ridders; mr Heynric, zijn klerk, Heyntie van Diepenem, Willem, zijn Camerlinc",Van Mieris II p 241,,
1170031,1320-09-17,"Raaphorst, van","graaf Willem beleent vrouw Jutte, vrouw van heer Gerard van Raephorst, ridder, met haar lijftocht op de visserij  van Sparendam ","Reg Hann p 89/Reg EL 1 fol 8, 2 fol 9v, fol 15v",,
1170032,1320-10-13,"Raaphorst, van","Gerard en (wijlen zijn vrouw) Jutte van Raephorst geven (9 jugera) land te Naaldwijk aan de door hen gestichte kapel te Leiderdorp, door de bisschop bevestigd op 1320-10-14",Reg Hann p 90/Arch R.A.U,,
1170033,1320~,"Raaphorst, van","Gerbrand van Raaphorst, monnik van Egmond",Hovaeus: Chronyck 54/J Hof p 478,,
1170034,1321-04-01~(1320),"Raaphorst, van","Clays van der Merwede en Hughe die Monic, Symon veren Belensz kinderen verbinden zich om nooit iets te doen tegen de graaf van Holland op verbeurte van lijf en goed",Van Mieris II p 235,"per dominum Comitem, Zudensem, abt van Middelburch, Symon van Benthem, Gherard van Raphorst, Daniel van de Merwede, milites; Wilhelmus Camerlinc",
1170035,1322-03-16 (1321),"Raaphorst, van","hertog Willem geeft machtiging aan Cristantius de Raporst, militem, en Johannes de Tornaco, clericus om met de Engelsen te onderhandelen",Van Mieris II p 250,,
1170036,1322-05-03,"Raaphorst, van","graaf Willem beleent Enghebrecht Philipsz met 6 morgen land in het ambacht van Scye, waarvan 2 ½ morgen zijn gelegen in de Gheer tussen Janne van der Nesse en de kinderen van Kerstant van Raephorst",Bijdr Hist Gen 1901 p 244,,
1170037,1322-01-19 (1323-01-18),"Raaphorst, van","Kerstans van Raephorst, ridder, erkent van heer Arnoud, commandeur voor de bisschop van Zuden in het St Janshuis te Haarlem, ontvangen te hebben 40 £ Holl, die deze hem schuldig was, met de 14 £ 10 sch, die zijn neef Gheryd Paridaensz voor hem ontvangen heeft",Reg Hann p 111/R.A.U. Cartul Orde St Jan no 171,,
1170038,1323-05-12,"Raaphorst, van","graaf Willem bewijst de 22 £ Holl per jaar, die hij zijn ridder heer Gerard Kerstansz van Raephorst in leen had gegeven, op de erfhuurware in heer Enghebrechtsbroek bij Rotterdam, in plaats van op de rentmeester van Norodholland","Reg Hann p 114/Reg EL 1 fol 46v, EL 2 fol 33, EL 39 fol 6",,
1170039,1324-10-04,"Raaphorst, van","graaf Willem vergunt aan Gerard van Raaphorst, dat zijn leengoed (25 morgen) in de Lier en in de Ketel op zijn dochter Hazetiaen zal overgaan, na één jaar door de testamenteurs beheerd te zijn, om daaruit de uitvaart te betalen; opschrift: ""Hadewich heren Gherytsdochter van Raephorst""","Reg Hann p 133/R.A.G Reg EL 1 fol 47v, EL 2 fol 35/Reg XVIII fol 47",,
1170040,1325-01-08,"Raaphorst, van","stierf Geraard van Raaphurst, ridder, die het klooster jaarlijks 20 sch besproken heeft; 1335-04-30: stierf Agnes van Duvenvoorde, vrouw van Gerard van Raaphorst, moeder van broeder Symon, monnik, jaarlijks 10 sch",J van Leyden: Kroniek Egmond p 248 Dagregister,,
1170041,1328-03-25 (1327),"Raaphorst, van","Symon graaf van Benthem beleent Alfer van der Horst en zijn vrouw Hadewych heer Gerritsdochter van Raephorst met ¼ van de tienden in de parochie van Leiderdorp, sterft zij kinderloos dan komt dit leen op Gheryt heer Kerstiaensz van Raephorst, ridder; 1335-08-11: Hadewich gehuwd met Alpher van der Horst",Reg Hann p 167/Reg XVIII fol 48,,
1170042,1328,"Raaphorst, van","leen van Teylingen: no 17) Dieric van Raporst 100 morgen, huis en hof te Naeltwijc en in Monsterambacht, dat zijn ouders reeds van Teylingen hielden, en dat anderen weer van hem houden",Bijdr Hist Gen 1901 p 291/Reg EL 1 fol 79 sqq,,
1170043,1330-02-18/15,"Raaphorst, van","graaf Willem verklaart dat Gheryt van Raporst met zijn toestemming de kinderen van jvr Ermegarde van Barendrecht in het klooster heeft gebracht met hun goederen en dat hij, wat Gheryt voornoemd verder in overleg met de bloedverwanten van die kinderen doet, gestand zal doen ","Reg Rotterdam en Schieland no 393/Reg Hann p 184/Reg EL 1 fol 78v, EL 24 fol 64v",,
1170044,1330-05-18,"Raaphorst, van","Gerard heer van Voorne bevestigt de ruil van 2 morgen bij de kreek, van Tieman heer Geritsz voor 2 morgen genaamd de Pole in het ambacht van 's Gravesande op Gerard van Raaphorst; 1330-07-21: Gerard heer van Voorne bevestigt de ruil van 2 morgen genaamd de Pole van Gerard van Raephorst voor 2 morgen in Zantambacht aan de kreek bij diens huis, op Tyman heer Gerardsz","Reg Hann p 187/Reg Voorne A.B. fol 20v, B fol 132v",,
1170045,1330-11-10,"Raaphorst, van","akte van abdij Leeuwenhorst: ver Hasekine vrouwe van Raephorst, weduwe van Kerstans van Raephorst die in 1322 stierf; zij verkocht land in Monster en Naaldwijc aan Willem en Henric van der Woert",Bijdr Vad Gesch Reeks 4 dl X p 257,,zie 1343-11-11
1170046,1332-06-18,"Raaphorst, van",Florentio nato Gerardi de Rapose confertu canonicatus et reservatur praebenda in ecclesia S Martini Traj,Brom: Bull Traject no 873,,
1170047,1333-09-28,"Raaphorst, van","graaf Willem geeft 22 £ Holl per jaar in leen aan jvr Agniese van Duvenvoorde vrouw van Gherard van Raiphorst,  uit de renten in heer Enghebrechtsbroek , die Gherard van hem in leen houdt",Reg Rotterdam en Schieland no 438,,
1170048,1334,"Raaphorst, van","de lentebede in Rijnland, in Voerscoten: Dirc van Raporst, 10 £; de visserij in Spaerndamme: de weduwe van heer Gherid  van Raporst, 20 £; uitgegeven uit de renten tussen Schye en ter Goude: van de huur in heer Enghebrechtsbroec: Gherid van Raporst, 22 £","Rek Hen Huis I p 224, 226, 227",,
1170049,1335-04-30,"Raaphorst, van","stierf Agnes van Duvenvoorde, vrouw van Gerard van Raaphorst, moeder van broeder Simon, monnik, die jaarlijks 10 sch gegeven heeft",Kroniek Egmond p 260 Dagregister,,
1170050,1335-08-11,"Raaphorst, van",Symon graaf van Benthem beleent Alfer van der Horst en zijn vrouw Hadewych heer Gerritsdochter van Raephorst met ¼ van de tienden in de parochie van Leiderdorp,Reg Hann p 167/Reg XVIII fol 48,,
1170051,1338-05-31,"Raaphorst, van",Dirk van Raaphorst heeft een geschil met Dirc van Sandhorst over het voroofferen te Wassenaar; hun vrouwen worden genoemd,Van Mieris II p 610,,
1170052,1343-11-11,"Raaphorst, van","verklaring van ver Hasekine vrouwe van Raephorst betreffende de bloedverwantschap tussen heer Drik van Cuyk, burggraaf van Leiden en ver Justine dochter van heer Hughe de Gouwer",Bijdr Vad Gesch Reeks 4 dl X p 257/Van Mieris II p 680,,
1170053,1343,"Raaphorst, van","uitgaven: van de huur in heer Enghebrechtsbroec: Dirc van Raporst, 22 £ ",Rek Hen Huis II p 43,,
1170054,1344,"Raaphorst, van","uitgegeven van de lentebeden in Rijnland, in Voerscoten: heer Aernd van Duvenvoirde 4 £, heer Dirc van Raporst, 10 £ ",Rek Hen Huis II p 45,,
1170055,1346-12 (1344),"Raaphorst, van","Enghebrecht Philipsz houdt 6 morgen in het ambacht van Scie, waarvan 2 ½ morgen in de Gheer, tussen Jan van der Nesse en Kerstants kinderen van Raporst",Bijdr Hist Gen 1901 p 287/Reg EL 5 fol 109r,,
1170056,1346-06-01,"Raaphorst, van","jvr Agniese vrouw van Dirric van Raporst houdt in leen: - 11 hont op de Heimond, met de woning en 1 morgen geheten ""die Dinc""; - 5 ½ morgen bij Borgherweghe, gemeen met Dirc van Spangen; 1348-01-03:  ""naar zij vermoedt""",Bijdr Hist Gen 1901 p 237/Reg EL 5 fol 58r/Reg Rotterdam en Schieland no 591,,
1170057,1347-08-24,"Raaphorst, van","heer Dieric van Raephorst maakt met toestemming van de graaf als lijftocht voor zijn vrouw ver Agniese, 22 £ Holl in heer Enghebrechtsbroec",Reg Rotterdam en Schieland no 577,,
1170058,1350-09-05,"Raaphorst, van","genoemd als aanhanger van keizerin Margaretha: o.a. Dirck van Raephorst, ridder; 1351-05-23: vijanden van graaf Willem o.a. Dirk van Raaphorst, ridder, Floris van Raaphorst, en zijn broers Kerstant en Wouter, kinderen van Gerard van Raaphorst",Berigten Hist Gen III p 107; Kemp p 79,,
1170059,1351-12-12/10,"Raaphorst, van","hertog Willem geeft aan Wouter van Beveren, deken van de schutters te Delft, tbv van die broederschap, de Cadijcstiende en de Peedelwijcstiende (Predelwant ?), gelegen op het Wout bij Delft, die van heer Dirck van Raephorst waren en hij verbeurd heeft",Van Mieris II p 805,,
1170060,1352-12-07,"Raaphorst, van","Dirrick van der Dobben en Gheryt van Oestgheest of andere mombers van de kinderen van heer Dirric van Raephorst krijgen opdracht ver Machtilden van Outshoerne, vrouwe van Raephorst, ""van hore kindrhoudinge sint[s] Clays van Zweten doet bleef"", 40 scell groten per jaar; ""voert betaelt haer, die si over hare kinderen uytgeleecht heeft tot hore noetorfte ende clederen tot dese dage toe, 135£ 13sc 8 den Holl""",A.R.A. Leenkamer 32 Copie fol 27/Reg EL 25 fol 18,,
1170061,1355-03-17 (1354),"Raaphorst, van","zoen met hertog Willem: Florens en Kerstant van Raporst voor resp 100 en 60 goede oude schilden; 1355-03-07: zoen met Dirc van Raaphorst, ridder, voor 350 sc; 1355-05-03: zoen met Gheret van Raaphorst","A.R.A. Leenkamer 32 Copie fol 88, 84/Reg EL 25 fol 57, 54v",,
1170062,1355-1381,"Raaphorst, van",Simon van Raephorst vermeld als sacerdos-monachus te Egmond; 1345: conventuaal,J Hof: Abdij Egmond p 484/Inv 59,,
1170063,1357-09-12,"Raaphorst, van","ver Agniese van Oudshoorn vrouwe van Hoelensteyn beleend met het goed van haar grootvader heer Willem van Oudshoorn in der tijd aan de grafelijkheid opgedragen, te komen op ver Machteld van Raephorst, daarna op haar zoon Bartholomeus van Raephorst, of zijn zuster Jan Dirck van Raephorst, vrouw van Gherit van Egmond, of de jongste dochter Hazekyn van Raephorst; 1361-02-26: de vrouwe van raaphorst; 1407-07-13: Adriaen van Raephorst ten eigen, belend oost en west: Dirc van Oudshoorn","Ned Leeuw jg 1938 p 199/A.R.A. Leenkamer no 27 Reg EL 29 Cas C fol 10v, 11; Reg EL 29 fol 11/Ons Voorgeslacht 06-1987 p 395; Reg Rotterdam en Schieland no 836/Reg Lib IIII fol 67",,
1170064,1361,"Raaphorst, van",heer Dieric van Raiphorst scelle une lettre à la comtesse de Hollande,De Raadt III p 183,,
1170065,1362,"Raaphorst, van","grafelijk leen in Rijnland: 1) de koren- en smaltiende van de Aar en de gift van de kerk, de vrouwe van Raaphorst, de tiende voor haar leven na dode van Gerrit van der Aar en zijn zoon; 1393-02-07: Hildegond, dochter van Gerrit van der Aar, gehuwd met Willem Spronc, na dode van haar vader, waarna de oude vrouwe van Raaphorst, had met de tiende",Ons Voorgeslacht 06-1987 p 390,,
1170066,1366-11-01,"Raaphorst, van","Arent van Duvoirde, ridder, beleent Costijn Robbrechtsz met een stuk land, genaamd de Gheerhoeve in den Hof van Delft, in het oosten begrensd door het ambacht van Pynaker. Afschrift ongedateerd (eind 15e eeuw) in rolvorm. Op hetzelfde blad aantekeningen in een proces over bovengenoemd leengoed tussen Aelbrecht van Raephorst die het goed geerfd had van zijn neef Dirc van Raephorst en Dammais Jansz",Arch Duivenvoorde Inv no 406 Regest 20,,
1170067,1367~,"Raaphorst, van","1346: Gheraert van der Doe ontving de korentiende en smaltiende en de gift van de kerk ter Aren, zoals zijn vader hield; ± 1367: mortuus est en de vrou van Raporst heeft de tiende voor haar leven",Bijdr Hist Gen 1901 p 237,,
1170068,1366-1367,"Raaphorst, van","heer Bertelmeus van Raephorst: van de tienden van Outdorp, 20 £ en van de tienden van Vroenregeist, 50 £ (812 fol 12v); 1373-1374: (816 fol 19) van de tiende van Outdorp 20 £; samen met Willem Pietersz de tiende van Vroenregeest, 25 £ 10 sc;  (fol 26) van 1 ½  hoet coren uit de tiende van Outdorp, Vroenregeest en Vroenrcleiland, 4 £, maakt 6£; (fol 31) de vrouwe van Raephorst van de jvr van Holland van ""hare houdinge binnen ½ jaar, 62 dubbele mottoenen ½ st, facit 68 £ 16sc 3d",Rek Rentmeester Kennemerland,,
1170069,1393-1394,"Raaphorst, van","heer Bertelmeus van Raephorst, rentmeester van Kennemer- en Vriesland: (829 fol 8v) de tienden van Vroenrecleylant, 4 £; (fol 14) zijn wedde van een jaar, 75 £; 1400: (830 fol 1)  idem en fol 8v van de tienden van Vroenrecleilant van 1399, 4 £ ; 1403-1404: (834 fol 1) rentmeester; 1401: (831 fol 12) van zijn wedde als rentmeester van Kennemerland 75£; 1402: (832 fol 8v) van de tienden van Vroenrecleiland, 4£",Rek Rentmeester Kennemerland,,
1170070,1366-1367,"Raaphorst, van","de vrouwe van Raporst gegeven ""van mins heren kinderen te houden van den jare LXVII, 100 mottoenen""= 65 £ (812 fol 19v)",Rek Rentmeester Kennemerland,,
1170071,1377-02-14 (1376),"Raaphorst, van","jvr Lisebeth Philipsweduwe van Tetrode, heer Jansdochter van Egmonde [uter Wyc], draagt het ambacht van Soeterwoude op en Bartholomeus van Raephorst wordt ermee beleend",Van Mieris III p 319,,
1170072,1377-12-18,"Raaphorst, van","door hertog Albrecht verbannen: o.a. Ghisebrecht, Wouter, Jan en Florys van Raephorst, vanwege hun aandeel aan de opstand binnen Haarlem",Van Mieris III p 340,,
1170073,1381-02-15,"Raaphorst, van","doodslagen binnen Haarlem: - de dood van Dirc Boudynsz, 600 £, waarvan Jan van Raephorst met zijn magen ¼; Ghysbrecht van Raephorst krijgt 100 £ voor ""zijn leemte en quetsing"", van Willem van Geervliet en Dirk Boudynsz van Geervliet en hun magen",Van Mieris III p 365 e.v.,,
1170074,1381-11-11,"Raaphorst, van","Ghisebrecht van Raephorst draagt op aan Baertoud Dirc Boudynszs weduwe c.s. 15 renten, samen groot 91 sch 40 penn per jaar, gevestigd op 15 binnen Haarlem gelegen huizen en erven",Inv Arch Haarlem p 176/Arch Groote Gasthuis,,Haarlem
1170075,1383-07-03/1384-01-29,"Raaphorst, van","grafelijk leen te Lisse: no 192) Bertholomeus van Raphorst en zijn vrouw worden beleend met: - het lage veen Cotelveen geheten, strekkende van de Delft tot het land van Gheryt Albout en tot het land van Claes Heynensz, te vererven op zijn kinderen; zijn vrouw Katrijne van Egmond heeft haar lijftocht daaraan; 1386-04-07: idem; 1406-02-15: Adriaan van Raaphorst, gesplitst in A t/m E; hij draagt deze landen over aan diverse personen, samen met zijn zoon Bartholomeus","Van Mieris III p 400/Ons Voorgeslacht 07/08-1988 p 333, 334",,
1170076,1385-08-15 (1386),"Raaphorst, van","hertog Albrecht verklaart, nadat heer Coenraad proost te Bergen in Henegouwen, hem geruime tijd geleden had opgedragen het ambacht van Sciebroec met toebehoren en de renten, de graaf aangekomen van Jan Gheryt Heynenz en van heer Dirc van Raphorst, met een smaltiende te Leiden, hij dit goed daarna in leen had gegeven an Florys Ghisebrechtsz, en het nu aan hem in erfleen te geven",Reg Rotterdam en Schieland no 1107/Reg Lib IIII fol 240,,
1170077,1390-12-10,"Raaphorst, van","hertog Albrecht verzoent zich met de ballingen uit Haarlem, o.a. Ghisebrecht van Raephorst en Dirc van Raephorst",Rechtspraak Graaf van Holland II p 179,,
1170078,1390 (no 493),"Raaphorst, van","Hadewich heer Gherijtsdochter van Raporst houdt ¼ deel van de tiende in het kerspel van Leijderdorp, zoals heer Gheryt hield van de graaf van Bentheim (1327); 1335: graaf Johan, daarna Symon beleent Hadewich en haar man Alpher van der Horst",R.A.H. Coll Aanw 91 fol 60/Reg Albrecht Beijeren ZH fol 87,,
1170079,1390 (no 134),"Raaphorst, van","Gysebrecht van Raephorst houdt 8 hondt land te 's Gravesande, after der Papen, ""ende want hij in den lande niet wesen en mach soo en sal hij niet verbeuren""",R.A.H. Coll Aanw 91 fol 102/Reg Albrecht Beijeren Caput Kennemrland,,
1170080,1391-08-30/1391-10-04,"Raaphorst, van","Hadewij heer Gherytsdochter van Raaphorst, vrouwe van Bloemensteyn beleent Willem Simon Vredericsz te Leiden met een tiende tussen de Vliet en de Maerndijc te Leiderdorp en tussen de Nieuwe Rijn en de Oude Rijn in de nije poorte, welke tiende Florens Schrevel en zijn oude vader Claas van haar en haar vader heer Geryd van Raaphorst in leen hield",Inv Arch Leiden p 222/Arch Klooster Rodenburg,,
1170081,1393-11-21,"Raaphorst, van","Gillis van Cralingen en heer Bertelmees van Raaphorst hebben een brief waarin hertog Albrecht verklaart hen te ontheffen van alle verplichtingen, voortvloeiende uit de opdracht van zijn goederen aan zijn zoon Willem van Oostervant, die zijn vijand geworden is",Reg Rotterdam en Schieland no 1267,,
1170082,1393-12-09,"Raaphorst, van","Jan, dochter van Nicolaas van Raaphorst en gehuwd met Jan die Voogd Willemsz heeft lijftocht aan een viertel land in Boeikop in heer Arnoudsgerecht in leen gehouden van de heer van Vianen; 1420-03-05: Gerard van Raaphorst draagt namens Jutte Govertsdochter van Amersfoort over een leen (1 viertel in Boekoop); 1420-03-01: Gerard van Raaphorst belend van het leen van Dirc Sybrands van 1 weer in Boeikop; Arnout Overrijn Willemsz beleend met een halve hoeve in Boeikop, belend boven: de erven van Gerrit van Raaphorst","Ons Voorgeslacht 06-1986 p 531, 533",,
1170083,1393-1394,"Raaphorst, van","uit de lentebede in Rijnland, in Arlenderveen: heer Brath van Raephorst, 5 £, in Voorschoten dezelfde, 10 £; land van Woerden: heer Bartelmeus van Raporst van den Tournoysvelde in erfhuur 3 £, Wouter Reynoutsz: van denselven 20sc; 1394-1395, 1395-1396: idem als voren","R.G.P. 182 p 144, 157, 171/Rek Rentmeester Noordholland o.a. fol 36 ",,
1170084,1394,"Raaphorst, van","Arleveen: het ambacht van heer Bartelmeus van Raephorst, scout: Jacob Jansz, niet; Zuterwoude: heer Barth. ambacht van Raephorst, scout: Dirc van Bosch","R.G.P. 174 p 48/Rek Baljuw van Rijnland 1394 fol 3, p 48",,
1170085,1397-02-22,"Raaphorst, van","hertog Albrecht geeft in leen aan Dirc van Santhorst Filipsz verschillende goederen, o.a. de hofstede te Sandhorst en 7 morgen land, liggende over de wetering met twee lanen, die lopen tot de heerweg, belend tussen heer Willem van Cralingen met zijn kinderen en heer Bertelmees van Raephorst",Rek Rotterdam en Schieland no 1384,,
1170086,1399,"Raaphorst, van","Bartholomeus van Rapurst, chevalier, investit d'un fief à Alphen; 1410: Adrien van Raephorst; een van zijn mannen van leen is Thierry van der Laen van Tetrode",De Raadt III p 184,,
1170087,1394-03-09,"Raaphorst, van","Ysbrant van Alcmade beleend met de helft van de tienden te Alfen, waar heer Barthelmeus van Raephorst de andere helft heeft; 1408-08-04: Adriaen van Raephorst na dode van zijn vader Bartholomeus; 1471-05-14: Adriaen van Raephorst de halve tiende te Alphen in die Steect voor zijn zoon Adriaen de bastaard van Raephorst, die dit leen overdraagt aan Jacob Coppier Henricsz","Rep Stichtse Leenprotocollen fol 2, 3",,
