id,datum,naam,inhoud,bron,getuigen,bijzonderheden
1040021,1336-09-21,"Dalem, van","graaf Willem oorkondt dat Tielman Willemsz hem heeft opgedragen tbv Roelof van Dalem 4 morgen en  huis en gerecht en die zate die Tielman aangekomen was van zijn broer Jan Willemsz, en een halve hoeve land daer die zate in staat,  in Slewijk, belend oost: land van Hoirne, west: Jan Gherardsz land; Roelof wordt er mee beleend tot een recht erfleen; 1448: Willem Huybregt Nynnentsz beleend bij dode van zijn vader","A.R.A. Leenkamer 7 fol 87, 240 fol 41v Rep Altena/Cap Heusden Altena fol 2",,
1040022,"1337-12-05, 1340-04-30","Dalem, van","Jan van Dalem en Goswijn Meusz, schepenen in Beesd, oorkonden een verkoop van land aldaar; 1340-04-30: Jan van Dalem, Ghysbrecht die Groet, Goeswijn Meusz, Pieter Mettenz [Peter Juttenz? vgl 1340-01-21: Goswijn Meusz en Peter Juttenz, schepenen in Beesde], schepenen van Beesde, oorkonden de uitspraak van Florans Jansz en Brustiaen de Grote in het geschil tussen de inwoners van Beesde en de abdij Marienweerd, over de kerk te Beesd","Cartul Marienweerd no 457, 493",,
1040023,1338-11-27,"Dalem, van","schepenen van Beesd oorkonden dat Florans Jansz, zijn zoon Jan en zijn dochter Lizebeth Floransdochter, aan het klooster Marienweerd verkocht hebben ""ene hofstat gheleghen tot Beesde, tusghen Henric Bollen en Gheraet Loyen Jordaenszoen""","Cartul Marienweerd no 478, 479",borgen: Claes Jansz en Jan van Dalem; schepenen: Corstiaen Hubrechtsz en Hubrecht Meusz,
1040024,1343-06-24 - 1344-06-23,"Dalem, van","goederen van Jan van Beaumont in Zeeland: Zuid-Beveland, van tienden Ter Goes die van heer Florens was: - Willem van Dalem lamtiende: 16 lammere, stic 4 ½ d ghesellen, maect 6s;  van landpacht Ter Goes: Clais Hugensz van Dalem 1 m. 90r.: 2 £ ","Rek Hen Huis dl II p 474, 475",,
1040025,1343-10-17,"Dalem, van","bisschop Johan erkent schuldig te zijn aan Hubrecht den Sceyncke heer van Culenborch, 4918 £  2 sc zw Tourn. die hij zal terugbetalen op St Victor e.k. onder verband van leisting",Reg Bisschoppen van Utrecht no 752/oorspr Ch no 343," Henric van Jutfaes, deken van de Dom, Vrederic Ossekin, deken van Oudmunster, Henric van Loenreslote, deken van St Jan, Robbrecht van Arkel, Dideric van Herlaer heer van Ameyde, Arnout van Arkel, Johan van Abcoude, Johan van Hokelem, Arnoud van Leyenberch, Diderik van Arkel, Arnoud van Houweninghe, Jacob van Zulen , Jacob van Lichtenberch, Hartbaren van Liesvelt, Jordaen Millinc, Roelof van Dalem, Jacob van Lichtenberg etc",
1040026,1345-09-26,"Dalem, van","Willem van Duvenvoorde heer van Oesterhout beleent Dieric Eelantsz, zijn knape, met 7 gaarden en 2 hont in het ambacht van Riederkerke, belend tussen: Witman Eelandtsz land (leen van Voorne) en Florens van Dalem's land. Tot een recht erfleen te komen op zijn zoon Witman. Na de dood van Willem zal Dirk dit leen moeten houden van heer Willem van Dongen, onze zoon. 1353-03-31:  Witte Dirc Eelantsz ","R.A.H.Coll Aanw 42 fol 28v/Reg Rotterdam en Schieland no 546,  p167",,
1040027,1346-12-25,"Dalem, van","bisschop Jan  en Robbrecht van Arkel heer van den Berghe erkennen ontvangen te hebben van hun broer Jan heer van Arkel 3000 £   zw Tourn, die hij schuldig was aan hun zuster Coenegonde van Arkel, vroeger jvr van Heusden, en beloven dit geld te zullen teruggeven wanneer hun zuster kinderloos overlijdt",Regesten Bisschoppen Utrecht no 801 (oorspr Charter no 344),"Otte van Hoekelem, Gheret van Asperen, Joerdaen Millinc en Roelof van Daelhem",
1040028,1350-02-20,"Dalem, van","schepenen van Brussel oorkonden dat heer Wilhelmus van Duvenvoorden heer van Oesterhout, ridder, tbv Wilhelmus zoon van Rodulphus van Dalem, beloofd heeft Theodericus Nachtegale 150 Tourn te geven, waarvoor hij verbindt zijn huis bij Frigidus Mons [Coudenberg]",Arch Nassau Domeinraad regest 464,,
1040029,1350-05-22,"Dalem, van","Roelof van Dalem en zijn vrouw Beatrijs, dochter van heer Willem van Duvenvoerde heer van Oesterhout, verklaren van hem gekocht te hebben zijn woning te Donghen met wat erbij hoort, de lage rechtspraak tot 5 schell, met behoud voor de heer van Oesterhout van het recht om schout en schepenen aan te stellen, en 69 bunder 347 ½  roede land te Dongen en Gilze, alles als leen van de heer van Oesterhout","Arch Nassau Domeinraad regest 471, 472",,
1040030,1353-07-18,"Dalem, van","Willem van Duvenvoorde heer van Oesterhout vermaakt aan Willem, zoon van hem en van Gheertrude Boyensdochter van den Poele o.a. het gerecht en de goederen te Donghen, behoudens de rechten van zijn dochter, gehuwd met Roelof van Dalem, en van zijn zoon Jan de bastaard",Arch Nassau Domeinraad regest 492,,
1040031,1353-05-28,"Dalem, van","Mechteld vrouwe van Voorne oorkondt dat Ghijsbrecht Jansz van Dalem haar  heeft opgedragen al het goed dat zijn vader Jan van Dalem in leen hield: 1) 6 morgen in het gerecht van Beest, belend tussen de Linge en de hertog van Gelre, heer Heynric den Coc en Ghysbrecht den Grote Bruijsens; 2) 4 morgen in het gerecht van Hellu, gelegen aan de oude steghe, tussen Arnds Joden erfgenamen, Gheryt Noijenz en Aelbert Aelbertsz; zij beleent hier vervolgens heer Otte van Huekelem Hartberensz mee",A.R.A. Leenkamer no 90 Voorne fol 84v,,
1040032,1354-05-31,"Dalem, van","Roelof van Daelem belooft heer Jan van Pollanen dat wanneer deze het met Willem van Oesterhout, Roelof's zwager, eens wordt op de wijze als Roelof met Jan van Pollanen en Coene van Gaspwaerde is overeengekomen, hij hem zijn woning te Brussel op Coudenberghe waarin de heer van oesterhout eertijds woonde, geven zal op voorwaarde dat Jan van Pollanen hem erfelijk met de heerlijkheid Donghen zal belenen op dezelfde wijze als Willem zijn zwager haar in leen gehad zou hebben en de heer van Oesterhout haar hem vermaakt heeft. Op 1354-06-17 wordt de bedoelde overeenkomst met Willem van Oosterhout gesloten, waarbij deze belooft het leenheerschap van Dongen aan Jan van Pollanen over te geven behalve zekere moeren",Arch Nassau Domeinraad regest 512,Hieraan hangt het zegel van Roelof van Daelhem,
1040033,1355-03-02,"Dalem, van",hertog Willem vergeeft Roelof van Dalem wat deze hem misdaan heeft en geeft hem al zijn goederen terug voor 2300 schilden,Arch Nassau Domeinraad regest 512/A.R.A. Leenkamer 31 II fol 44 no 198,,
1040034,1355-03-10 (1354),"Dalem, van","jvr Beatrix, vrouw van Roeloff van Dalem wordt beleend met het goed Zwaluw dat Roelof van hertog Willem ontvangen had",A.R.A. Leenkamer 31 II fol 46v no 208/ Reg EL 33 fol 46vVan Mieris II p 823,,
1040035,1355-03-10 (1354),"Dalem, van","Beatrix vrouwe van Dongen gehuwd met Roelof van Dalem, zoon Willem van Dongen, medeplichtig aan de moord op Willem Kuser, had bij zijn vrouw Sophia een jongste zoon Willem, voor wie Otto van de Lek in 1404 de Zwaluwe aan hertog Albrecht opdroeg; 1413-05-24: meerderjarig en daarmee beleend. Daarna op zijn broer Jan van Dongen, zijn zoon Jan en kleinzoon Willem, achterkleinzoon Jan, ook van Dongen genoemd ","Wapenheraut jg 1904 p 15, Van Mieris III 403, 619, 788, Batavia Illustrata 928, 934",,
1040036,1355-04-02,"Dalem, van","Jan van Pollanen heer van de Leck en Breda oorkondt dat Willem van Oesterhout heeft overgedragen aan zijn neef Willem Roelofsz van Dalem de heerlijkheid Donghen, zoals hij dat met Willem van Oesterhout was overeengekomen",Arch Nassau Domeinraad regest 517,,
1040037,1355-04-16,"Dalem, van","hertog Willem doet uitspraak tussen heer Jan van Erkel ener en Willem van Oesterhout en Roelof van Dalem ter ander zijde en beslist dat Willem van Oesterhout in het bezit gesteld wordt van alle goederen in Altena waarop heer Jan Erkel tot heden beslag heeft gelegd en dat Roelof van Dalem alle goederen in Holland, Altena en Dalem zal blijven behouden als voor de oorlog en bepaalt hetzelfde voor Coene van Ghasparde, zijn zoon Coene en Gheryt Snoeijen zijn ""zwager"". Voor hun goederen in het land van de Leck of elders","Arch Nassaus Domeinraad, Drossaers, regest 518",,
1040038,1356~,"Dalem, van",Floris van Dalem behoort tot het gesinde van de heer van Heukelom met 3 paarden,R.A.H. Coll Aanw 37 fol 119,,
1040039,1357-09-24,"Dalem, van","Jan van Pollanen beleent Willem van Dalem Roelfsz met de heerlijkheid Donghen die hij zelf in leen heeft van de heer van Hoerne en Altena, uitgezonderd de moeren van de Vordeken af westwaarts langs de weg naar Ghilse liggende",Arch Nassau Domeinraad regest 559,,
1040040,1358-10-24,"Dalem, van",schepenen in Geertruidenberg oorkonden dat Heyne Lappe erkent ontvangen te hebben van Roelof van Dalem 4 £ voor een stuk land in de Gawech,Arch Nassau Domeinraad regest 571,,
1040041,1358-11-25,"Dalem, van","de abdis van Thorn scheldt Beatrijs dochter van Willem van Duvenvoorde, vrouw van Rolof van Dalem de halve heerencijns kwijt uit de goederen die Beatrijs en Roelof gekocht hebben van hun vader resp schoonvader en gelegen zijn te Ghilse, en beleent haar met die goederen",Arch Nassau Domeinraad regest 572,,
1040042,1359-01-08,"Dalem, van",Johan van Endenich en Hughe van Loenreslote verklaren ontvangen te hebben van Roelof van Dalem 12 ½ Brugse schilden in mindering van de 25 die hij hun schuldig was in verband met de gevangenschap van de proost van Zutphen,Arch Nassau Domeinraad regest 575,,
1040043,1360,"Dalem, van","Lysbeth, dochter van Roelof van Dalem heer van Dongen, vermeld als weduwe van Wisschel","Arch Nassau Domeinraad fol 430v, 443v/Nieuw Biogr Woordenboek VIII p 359",,
1040044,1360-01-26,"Dalem, van","deken en kapittel van St Maria te Breda en op 8 mei de rector van de parochiekerk te Dongen berichten aan de bisschop van Luik en aan raden van die stad, dat Rodolphus van Dalem, ridder, verzoekt hem te verontschuldigen dat hij niet op de door hem aangegeven dag te Luik kan verschijnen met alle brieven die betrekking hebben op de goederen waarover aldaar eeen proces aanhangig is tussen hem en Wilhelmus van Camp; Roelof van Dalem laat een getuigschrift opmaken over zijn ziekte waardoor hij verhinderd werd naar Luik te reizen","Arch Nassau Domeinraad regest 585, 589/fol 430v en 443v",,
1040045,1360-06-26,"Dalem, van","voor schepenen van Woudrichem wordt een plan van scheiding en deling gemaakt tussen Beatrijs bastaarddochter van Willem van Duvenvoorde, vrouw [weduwe ? Zij leefde nog in 1376] van Roelof van Dalem heer van Dongen en hun beider kinderen",Arch Nassau Domeinraad fol 430v en 443v,,
1040046,1360-02-16,"Dalem, van","Jan van Pollanen doet uitspraak tussen Willem van Oesterhout en Roelof van Dalem: Roelof krijgt tbv zijn kinderen de heerlijkheid Donghen met wat daartoe behoort te Donghen en te Ghilse; inwoners van Donghen mogen de wildert van Oesterhout gebruiken tot Pasen over een jaar, binnen welke termijn Roelof de bewijzen moet overleggen dat zij daar recht op hebben. Over het leenheerschap van de 30 bunder, die aan Jan de bastaard behoorden zal later beslist worden. Roelof zal de heer van Oesterhout een hoeve land in het land van Altena opdragen, waarna zijn zoon Willem ermee beleend zal worden. Heer Willem doet afstand van het leenheerschap van het huis van Dongen. Roelof zal aan Willem 350 Brugse schilden betalen; 1362-04-12: heer Willem verklaart deze 350 schilden van Roelof ontvangen te hebben",Arch Nassau Domeinraad regest 587/schepenakte van Breda no 588,,
1040047,1360-05-21,"Dalem, van","Willem van Oesterhout oorkondt dat Roelof van Dalem en zijn zoon Florens hem hebben opgedragen 10 morgen land geheten de Cruijskampen te Ryswijc [in het land van Altena] en dat hij Willem van Dalem daarmee heeft beleend, met kwijtschelding van het leenmanschap voor het huis te Donghen, ingevolge de uitspraak van 16 februari 1360",Arch Nassau Domeinraad regest 599,,
1040048,1360-06-27,"Dalem, van","schepenen van Woudrichem oorkonden dat Beatrijs vrouw van Roelof van Dalem, haar zoon Willem heer van Donghen, Florans van Dalem, Lisebet van Wisschel met haar zoon Robbrecht en heer Otte van Ghellichem, ridder, met zijn vrouw Aleyt, aan Roelof van Dalem beloofd hebben zich ook na zijn dood te zullen houden aan de verdeling van zijn goederen, in deze brief gemaakt tussen zijn bovengenoemde kinderen en zijn dochter die non is, Ruelken de bastaard en Jan",Arch Nassau Domeinraad regest 592,,
1040049,1360-10-28,"Dalem, van","Willem van Dalem heer van Donghen erkent dat zijn oom, de heer van Oesterhout, van het goed geheten de dertig bunder, 2 oude Eng groten jaarlijks van iedere bunder behoudt",Arch Nassau Domeinraad regest 593,"zegel van Laurens van Dalem Jansz, neef, Jan van Dalem, broer",
1040050,1360-12-29,"Dalem, van","Otte van Arkel belooft Roelof van Dalem schadeloos te zullen houden voor zijn borgtocht tbv Andries en Eminot Ruwiers, lombarden, voor 4000 Brugse schilden",Arch Nassau Domeinraad regest 596,,
1040051,1361-03-19,"Dalem, van","notaris Johannes van Arle instrumenteert dat een aantal getuigen uit Donghen, door hem op verzoek van Rodolphus van Dalem onder ede gehoord, verklaard hebben dat Hector zoon van Johannes Compeijnsz in het bijzijn van zijn broer Laurentius en zijn zwager Gerardus Note zijn goederen verkocht heeft aan heer Wilhelmus van Duvenvoorde, heer van Oesterhout, en dat de overdracht heeft plaats gehad na een verklaring van genoemde broeder en zwager en nog twee personen dat de verkoper ouder dan 15 jaar was",Arch Nassau Domeinraad regest 599,,
1040052,1361-09-15,"Dalem, van","Ghysbrecht die Scoen verklaart ontvangen te hebben van de vrouw van Roelof van Dalem 2 £ groten in mindering van de 8 £ die zij en Roelofs erfgenamen hem schuldig zijn; 1362-01-03: eenzelfde quitantie voor schepenen van Woudrichem, groot 100 schilden","Arch Nassau Domeinraad regest 606, 609",,
1040053,1363,"Dalem, van","vermeld: Belia dochter van Roelof van Dalem heer van Dongen gehuwd met Gysbrecht van Hoeckelum; 1363~: Alyd dochter van Roelof van Dalem, vrouw van Otto van Gellicum","Arch Nassau Domeinraad fol 430v, 443v/Nieuw Biogr Woordenboek VIII p 359",,
1040054,1363-06-14,"Dalem, van","Bartholomeus Petersz van Blaeskensgrave maakt tot lijftocht voor zijn vrouw jvr Belije Florensdochter van Dalem, de Goudhoeve in Blaeskensgrave en ¼ van de tiende in Blaeskensgrave van Ofwege nederwaarts tot Abbekensdoele aan de noordzijde van de Grave, welk goed Bartholomeus in leen houdt",R.A.H. Coll Aanw 44 fol 135,,
1040055,1363-07-07,"Dalem, van","Willem Heijnricsz van Striene maakt tot lijftocht voor zijn moeder jvr Lisebette Dierics Borchgraven dochter, 3 ½ morgen land geheten die Broetkiste (binnen Woudrichem. Geynric Willemsz van Striene droeg  dit land op tbv zijn zoon Willem die er mee beleend wordt tot een recht erfleen), belend oost: Roelofs kinder van Dalem, west: de ghemeyne vaart",R.A.H. Coll Aanw 44 fol 136,,
1040056,1363-11-10,"Dalem, van",Otto heer van Arkel beleent zijn neef Otto van Hokelem Herbarensz met het erfleen van een korentiende in het gerecht van Borchmalsen en een koppeltiende gelegen aan de kant van Burenmalsen. Borgen: de gemene poorters van Gorinchem en Lederdam; vgl 1426-01-13,"Kroniek Hist Gen dl 8 p 293/Archief Mathenesse; Ons Voorgeslacht 01-1984, p 49","getuigen: Herbaren van Liesvelt, ridder, Floris van Dalem, Hendrik Cnobbout, knapen",
1040057,1363-11-29,"Dalem, van","Ghijsebrecht van Hoekelem, knape, maakt huwelijksvoorwaarden met Bele, dochter van Roelof van Dalem",Arch Nassau Domeinraad regest 623,"zegel van Jan heer van Heukelom, ridder, verloren",
1040058,1369-05-14,"Dalem, van","Willem van Dongha geeft aan de gemene buren in de heerlijkheid Donghen  het gebruik van alle vroenten onder voorbehoud dat hij daarvan zoveel als hij wil aan enkelingen mag uitgeven, waarbij inwoners de voorkeur hebben",Arch Nassau Domeinraad regest 666/Bronnen oud Vaderl Recht 3e reeks IX p 352,,
1040059,1369-06-30,"Dalem, van","Machteld vrouwe van Voorne oorkondt dat jvr Lysebet 's Grooten zuster was en haar zoons Broes en Jan haar hebben opgedragen tbv Ghisebrecht de Grote Bruijstiaensz 8 morgen land en een hofstad in het gerecht van Beesd, die Ghisebrecht die Grote van haar te leen hield, waarvan 2 morgen gelegen zijn buitendijks naast Gheenencamp, tussen s hertogen dijcke en Ghisebrecht van Dalen",R.A.H. Coll Aanw 92 fol 63v,,
1040060,1369-08-15,"Dalem, van","leenregister Leck en Polanen: 7 morgen land aan de lage zijde van de Werken, strekkende vandaar tot de Oude Vysen [sic!]; land van Altena: Weyborch, vrouw van Lauwerijs van Dalem, na opdracht door Margriet Pieter Ovelaertsdochter vrouw van Heynric van Wyffliet; 1404-10-19: Brien van Wyck",Arch Nassau Domeinraad dl I stuk 5 fol 9 leen 25/Leenregister Leck en Polanen Inv no 44 fol 28v,,
1040061,1370-03-27,"Dalem, van","schepenen van Geertruidenberg oorkonden dat Bouden van Ghent Pietersz van Ghiesen en Jan van Best Jansz hebben overgedragen aan Beatrijs van Dongha weduwe van Roelof van Dalem, de helft van het huis en erf eertijds bewoond door Jan van Best, en 3 ½  £ die toegepand zijn uit de andere helft ",Arch Nassau Domeinraad regest 669,,
1040062,1370-04-17,"Dalem, van","Willem van Oesterhout en Willem van Dalem, heer van Donghen, knape, beeindigen hun geschil over het leenmanschap van Dongen door overeen te komen dat Willem van Dalem aan de heer van Oesterhout zal opdragen een hoeve land in het land van Altena, zoals zijn vader Roelof beloofd had, waarmee hij vervolgens beleend zal worden",Arch Nassau Domeinraad regest 670,,
1040063,1370-04-30,"Dalem, van","Mechteld van Dronghelen jvr Maries dochter, heeft overgedragen aan Beatrijs van Dongha, weduwe van Roelof van Dalem, een kwart van een erf naast het huis van Jan van Best. Dezelfde dag koopt zij de helft van dit erf van heer Baijnier, priester en Ludeke Stoke",Arch Nassau Domeinraad regest 671,,
1040064,1371-11-29,"Dalem, van","Jan van Bloijs oorkondt  beleend op verzoek van Jan Berwoutsz, diens vrouw Sophije van Dalem, tot een lijftocht, met zeker erf in het dorp van Westzaan (""dat wi om beden wille ende versuec van Jan Berwoutsz, onsen manne, verlyet hebben ende verlyen Sophijen van Dalem, die nu sijn wijf is, alsulc erve als hi van ons houdt ende gelegen is in de prochie van onsen dorp van Westsaenden"")",R.A.H. Coll Aanw 50 fol 102/Reg B.B.Blois 1348-1380 fol 115v,,
1040065,1372,"Dalem, van",Jan van Dalem woont in de Arkelstraat te Gorinchem,Kemp p 106,,
1040066,1372,"Dalem, van","Sophia van Dalem (bij Jan van Chatillon graaf van Bloys 1372, gestorven 1381) moeder van Jan en Guy van Bloys","Navorscher 1889 p 266, 267, 393",,
1040067,1373-02-16,"Dalem, van","Otto van Heukelom en Florens van Dalem oorkonden een overeenkomst betreffende een eeuwige watergang in het land van Heukelom, aan de nederste Zydwijn, door de Wild- en de Wilddam, te leiden in de Merwe of Linge, tot het land van Heukelom; Otto mag zijn land genoemd Rubroek met pijpen leiden onder deze watergang, zodat Rubroek niet in deze watergang zal komen. De vliet die die van Rubroek hebben nu, strekkende tussen Otten land van Heukelom en Florens land van Dalem, zullen zij behouden",Kemp p 106,medebezegeld door Otto van Arkel,
1040068,1376-09-02,"Dalem, van","de heer van der Lecke en van Breda en de jvr van Donghen met haar oudste zoon Willem komen overeen dat de heer van de Leck de Zwaeluwe krijgt, waarmee hij door de grafelijkheid van Holland beleend zal worden en dat hij de jvr van Donghen daaruit een rente van 55 £  per jaar zal betalen",R.A.H. Coll Aanw 45 fol 285v,"bemiddelaars: Pauwels van Haastrecht, Jan van Rijswijc, Peter van Gagheldonc en Willem van Oesterzele",
1040069,1377-01-23,"Dalem, van","hertog Albrecht beleent Margriet van der Lippe vrouwe van de Leck en Breda met de Zwaluwe na opdracht door Beatrijs van Donghen weduwe van Roelof van Dalem en haar zoon Willem, na haar dood te versterven op haar zoon Otto, van welk goed zij Beatrijs van Donghen 55 £  groten per jaar betalen zal, totdat zij haar die rente op land in Huesden of elders in Zuidholland bewezen zal hebben",Arch Nassau Domeinraad regest 716/Van Mieris III p 318,,
1040070,1377-06-23,"Dalem, van","schepenen in St Geertruidenberghe oorkonden dat Jan van Dalem verhuurd heeft aan zijn moeder Beatrijs van Donghen voor haar leven het huis met bijbehoren aldaar, gekomen van Jan van Beste en Angneese Wisschaerts, voor 12 penn Holl per jaar",Arch Nassau Domeinraad regest 722/Van Mieris III p 318,,
