id,datum,naam,inhoud,bron,getuigen,bijzonderheden
1050011,1421-09-10,"Eck, van","leenregister Culemborg (1410~): mannen: Jan van Kulenborg, Reyner van Mauderic en Deuke van Ecke",Leenregister Culemborgfol 14v,,
1050012,1423-05-28,"Eck, van","leenregister Culemborg (1410~): Henric van der Eme ontvangen 3 morgen te Molderic, belend boven: Deuken van Eck Dircxz, beneden: Arnt van den Gruethuse",Leenregister Culemborg fol 97v,"mannen: Jan van Eck Woltersz, Lambert van der Weteringe ",
1050013,1423-07-29~,"Eck, van","leenregister Culemborg (1410~): Otto van Wyck Ottenz ontvangen een akker land gelegen in de maelscap van Ryswick in dat Wyfdijcse velt, belend boven: Gerrit van Wyck Ottenz, beneden: Jorden Doijs erfgenamen. Na zijn dood te komen op zijn zoon Jan van Wyck, die hij heeft bij zijn vrouw Hadewich Diricsdochter van Eck",Leenregister Culemborg fol 99,,
1050014,1423-04-07,"Eck, van","leenregister Culemborg (1410~): mannen: Peter van Culemborg, onze broeder, Jan van Eck Woltersz, Geryt van Killensteyn, Geryt Cesar. 1423-05-28: Mannen: Jan van Eck en Lambert van der Weteringe","Leenregister Culemborg fol 17, 18",,
1050015,1445,"Eck, van","leenregister abdij van St Paulus Utrecht: de abt oorkondt dat voor hem en tijnsgenoten, Deuken van Eck en zijn vrouw Alijt hem opdroegen ""dat oude erff tot Scherpenzeel en dat getimmerde dat daer op staet, alsoe alset Willem Lambertsz te bruken plach, ende Deuken ende zijn voorvaders dat van ons en van ons abdien voirs te tijns gehouden hebben"", belend oost: Jan Ottenz nakomelingen met Berckhorst en Rodenwinckel, west: Ot van Scerpenzeel met de derp van Scherpenzel en met Rynesse, noord: Ot voors en zijn bos, zuid: jonge Egbert die Beer met Winniclaer. Vervolgens wordt hiermee beleend Wouter die Beer tbv zijn vrouw Margriete van Huekelem, vrouw van Wouter; 1457-04-01?: dragen Wouter de Beer en zijn vrouw Margriet dit tijnsgoed over aan Dyerck van Oestrum. (Dit heeft nu: Egbert de Beer)",Leenregister Abdij St Paulus te Utrecht 505 fol 290,"tijnsgenoten: heer Lambert van Spuel, commeltuer te Culenbr…, Goessen Mom, Jacob van de Weteringe",
1050016,1533-09-16,"Eck, van","Cornelis van Eck als hulder voor Erard heer tot Pallandt, onmondig, beleend met de weerd te Beusichem",Gelderse Leenregisters Reg Uitheemse lenen no 35 p 48,,
1050017,1607-08-04,"Eck, van","huwelijk Amsterdam: Heynrick van Eck, van Renen, oud 24 jaar, wonende 4 jaren op Uylenborgh, geassisteerd met zijn vader Aert van Eck, met Aeltgen Everwijns, wonende tot Arnhem",G.A.Amsterdam DTB 762/a fol 122,,
1050018,1613-10-01,"Eck, van","huwelijk: Louris Willems van Eck, jongman, dienaar des H.Woords te Meppel, geassisteerd met Jan Tysz van Tol, burger dezer stede, zijn toecomende oom, met Annetgen Jans dochter van Cranenburch, geassisteerd met Willem Mathijsz van Tol,  haar oom van moederszijde",Ned Leeuw jg 1913 p 66/Notaris Paets Leiden regest 176,,
1050019,1615-09-20,"Eck, van","ondertrouwd te Roosendaal: Hendrik van Zevender, van Oirschot, schout van Roosendael, weduwnaar van Susanna van Eck, met Maria van Reys, jongedochter van Oosterhout",Taxandria jg 1923 p 73,,
1050020,1759-09-02,"Eck, van","gehuwd Gereformeerd Oud Loosdrecht: Cornelis Gijsbert Evenblij van Nieuw Loosdrecht met Erisje van Eck, jongedochter van Driebergen, wonende alhier",DTB Oud-Loosdrecht,,
1050021,1780-02-03,"Eck, van","Jacob Nicolaas van Eck als hulder voor de stad Tiel beleend met de halve veerstadt tussen Tiel en Wamel, Zutphens leen",Geld Leenregisters Kwartier Nijmegen no 48,,
1050022,,"Eck, van","genoemd: Hans van Eck, 1647 gestorven in Pruissen; Hendrik van Eck van Utrecht x Ida van Bronkhorst; Maria van Eck x Pieter van Welle van Cats. Bartholomeus van Eck uit Heusden, gestorven 1516 en zijn broer Johan","Batavia Illustrata bl 1026, 894, 901, 902, Wapenheraut jg I: 38",,
1050023,1520-1539 ,Edam,"schepen of burgemeester van Hoorn: Dirk Claesz Edam; 1573: Dirk Elbertsz Edam, schepen van Hoorn, sterft in dit jaar","Velius: Chronyk van Hoorn, schepenen p 12, 23",,
1050024,1642-05-08,Edam,losrenten kantoor Enkhuizen: verschijndag 19-05 Cornelis Heyndricksz Edam fl 400 - fl 16,Arch. Gecomm Raden Noorderquartier Inv 51,,
1050025,1645-05-19,Edam,losrenten kantoor Medemblik: verschijndag 05-27 Cornelis Pietersz Edam fl 3000 - fl 120,Arch. Gecomm Raden Noorderquartier Inv 51,,
1050026,1502-04-26,"Edeel, de",de abt van Oostbroek verdraagt zich met de pastoor van Almkerk over een kapel aldaar,Codex Dipl Neerl serie 2 dl 4  afd 2 p 72 t/m 74,"Gerardo de Buren S Salvatoris, Johanne de Edeell, b Marie canoncicis, Hugone Assendelft, utriusque juris licentiato, Segers Zass decano Christianitatis dicti de mini. de Altena",
1050027,1410~,"Edel, de ","leenregister Culemborg:  Johan Dircksz 13 hont en 16 roeden land, strekkende van Honswicker wetering in de Myddelsloet, belend boven: de heervan Kulenborg en de heren van Oldemunster te Utrecht, beneden: Claes die Edel",Leenregister Culemborg fol 73,,
1050028,1423-05-26,"Edel, de ","leenregister Culemborg (1410~):  Jan Dircksz 13 hont en 16 roeden, van de Honswicker Wetering in de Middelsloet, belend boven: de heer van Kulenborg en de heren van Oldemunster te Utrecht, beneden: Claes die Edel",Leenregister Culemborg fol 94,,
1050029,1675-05-24,Edel,"lijfrenten kantoor Hoorn: Pieter Jansz Luijts, thesaurier, 1000 £ ten lijve van Grietje Willems, 7 jaar, daer vader af was Willem Edel en moeder Geertje Teunis 100 £; afgeschreven 1692. 1681-12-27: lijfrenten Hoorn. Pieter Jans Luijts, oud burgemeester dezer stad, 2300 gld ten lijve van Lyntie Willems Edel, 25 jaar, vader aff Willem Edel en moeder Geertie Theunis, jaarlijks fl 207. 1688-12-24: lijfrenten Hoorn Pieter Jansz Luijts 625 gld ten lijve van Aeltie Willems, 15 jaar, vader Willem Edel en moeder Elisabeth Ursinus fl 50. Afgeschreven 1694. 1691-10-30: idem 1250 gld ten lijve van Aaltje Willems oud 22 jaar, ouders als voren. 1694-07-09: Antje Edels 950 gld ten lijve van haarzelf, oud 37 jaar, daar vader of was Edel Hendricksz en moeder Jannetje Jans. 1697-03-23: losrenten kantoor Hoorn, verschijndag 15-02 Janneke Edels 2x fl 1250 - rente fl 50. 1707-06-11: lijfrenten kantoor Hoorn: Aeltje Edels 200 gld ten lijve van haarzelf, oud 28 jaar, vader was Edel Jacobsz en moeder Wempje Jans Buijs fl 18",Arch. Gecomm Raden Noorderquartier Inv 51,,
1050030,1788-04-23,Edel,"uitgegeven obligatien, kantoor Hoorn, no 365: verschijndag 1791-11-01 Lysabeth Edels fl 800 - fl 32",Arch. Gecomm Raden Noorderquartier Inv 51,,
1050031,1706-09-04,Edelman,losrenten kantoor Medemblik: verschijndag 04-15 Maarten Dirksz Edelman 2x fl 500 - fl 20,Arch. Gecomm Raden Noorderquartier Inv 51,,
1050032,1709-04-19,Edelman,"losrenten kantoor Monickendam: verschijndag 09-15 Simon Simonsz en Maerten Dircksz Edelman als voogden over Willem Hendriksz van Tweele fl 1000 - fl 40. 1709-06-25: Simon Simonsz Verveen en Marten Dirksz Edelman als voogden over Willem Hendriksz van Tweelen, fl 600 - fl 24",Arch. Gecomm Raden Noorderquartier Inv 51,,
1050033,1500~1600,"Edingen, van","genoemd: Sibilla van Edingen, dochter van de heer van Santbergen in Brabant x Gerrit van Poelgeest",Batavia Illustrata bl 1151,,
1050034,1600~1630,Edmond,"Thomas Edmond, ritmeester begin 17e eeuw x Maria van de Werve",Batavia Illustrata bl 1164,,
1050035,1500~1600,"Eeckeren, van","Catharina van Eeckeren x Jan van Stralen, van Antwerpen, x Philips van Marnix heer van St Aldegonde",Batavia Illustrata bl 1103,,
1050036,1697,"Eeghen, van","Balthasar (alias Christiaen) Jacobsz van Eghen, Jan Jacobsz van Eeghen, Maria Jacobsdochter van Eeghen, allen te Amsterdam, vragen aan de Staten van Holland venia aetatis",Index J.A. Jaeger p 21,,
1050037,1420-08-04,"Eele, van den","mr Jan van den Eele, kanunnik, vermeld in een oorkonde  te Breda",Batavia Illustrata bl 1023,,
1050038,1241-06-24,"Eem, van der ","Theodericus van Altena beeindigt zijn geschil met zijn ministeriales Nicolaus de Eme en diens zoon Henricus, onder verband van leisting. Gijzelaars moeten te Woudrichem komen, deels te Dordrecht. Zegel: twee zalmen",v.d. Bergh I no 381,"borgen voor laatstgenoemden: Wilhelmus de Strina, Giselbertus de Ema, Sigerus de Almescotha, Bodynus de Dussene; borgen voor de heer van Altena: Amilius de Werken, Sigerus villicus de Woudrichem en zijn zoon Rudolfus, Godefridus ducis de Werkendamme, Renerus Korthals de Woudrichem",
1050039,1330,"Eem, van der ","ontvangsten rentmeester van Zuidholland: - van een erf binnen Dordrecht, 05-1330: item van Zeghers erve van der Eme 16 sc 3d; - van Godscalcs erve Jansz 12 sc 4d",Rek Hen Huis I bl 122,,
1050040,1344,"Eem, van der ",uitgaven rentmeester van Noordholland: item aan Herman van der Eem 6 £ ,Rek Hen Huis II bl 46,,
1050041,1387-03-07,"Eem, van der ","Florens Willemsz en Claes Heynricsz, schepenen in Amsterdam, oorkonden dat Meus Proijt gepacht heeft tot eeuwige pacht jegens Jacob Vredericsz enen tune gelegen buten dyc op die Kerczijde, alrenaest Jans tuyn van der Eme op die noordzijde, om 31 gr per jaar",Vangussen Noordhollandse Charters no 131/Charters N.Z. Kapel no 7,,
1050042,1410~,"Eem, van der ","leenregister Culemborg: - Dirc Coppier Aerntsz halve hoeve land  te Goodbertinghen, belend boven: Vuele van der Eme, beneden: Jacob Coppier; - Henric van der Eme Johansz van der Eme 3 morgen gelegen voor op Zogewijck, belend boven: Haze Hugen, beneden: Symon de Haen met leen van Culemborg (item Henric ontving alsulk goed als hij van mijn heer te leen hield, 1423); - Heinric Jansz van der Eme Jansz van der Eme 7 morgen land op Zogewijc, belend boven: Hughe Heynmansz, beneden: Aernt Coppierskinderen en Peter de Wilde; - Symon de Haen 3 morgen op Zogewijck, belend boven: de heer van Culemborg met eigendom dat Heric van der Eme van hem houdt, beneden: Arnt Coppier Arntsz en Dierck Broecman met enen gemenen eygendom; -  Herman die Muerder 3½ husmate die Stevens van Mauderic waren in den gericht van Mauderic. van 1½ van deze husmate is boven belend: heer Saffentijn Ude, beneden: heer Dirc van der Eme, paep van Ecke; - Roelof van der Eme 2 morgen gelegen in Wikermate, belend boven: Roelof van der Eme, beneden: Otte uten Werde (fol 34v)","Leenregister Culemborg fol 12, 18, 18v, 30, 34v",,
1050043,1410~,"Eem, van der ","leenregister Culemborg: -  Roelof van der Eme Diercksz, Alart van der Eme Lamphollenz, Johan van Derthesen Diercksz van der Eme, ledige mannen. Mannen: Dierck Doijs van der Eme en Deuken Lamphollenz; - Jacob Coppier 12 morgen met hofstad tot Goodbertinghen, belend boven: Jan van der Eme Gysbrecht Coppiersz, beneden: Hubrecht Doncker met land gehouden van Culemborch; - Jan van der Eme Gijsbrechts Coppiersz (doorgehaald). -  Lampholle van Ecke omtrent 4 ½  morgen, belend boven: Lampholle Dyercksz (later: Reyner zelf), beneden: Jacob van Scerpenborch (later: Roelof van der Eme);  - Reyner Reijnersz 4½  morgen dat Lampholle van Ecke opgedragen heeft, belend boven: Reyner Reynersz met 8 hont land, beneden: Roelof van der Eme; - Floris van Huekelem tbv zijn broer Maes, 18 morgen te Goedbertingen, daer boven die Ketelwade, belend: Dirck Doijs van der Eme met een stripen lands, beneden: Arnt Dircx Mansz; - Reynalt van Mauderick 1 hofstat met 5 morgen in de maelscap van Mauderick op ten Perrich, boven: Jorden Doijs, beneden: Herman Ghibenz wijf, strekkende van de Perrick op aan die Huefte. Ende dit droech op Henric van der Eme Roelofsz anno 1400 die Marci Evang","Leenregister Culemborg fol 39v, 50, 60, 75, 75v, 78v",,
1050044,1410~,"Eem, van der ",tijns tot Mauderic op 11-11: -  Roelof van der Eme ende zijn zuster Stijn van 2 meynten 2 d; - Jan van der Eme van 7 ½ hont in Wykermaet en 7 ½ hont op den Perric die Baudekens van Avezaet waren 5d;  tijns van Culemborg tot Mauderic: - Dirc van der Eme van 2 meijnten 1d; -  Heyn van Ham ende Dirc van der Eme van den meijtcampe 6d,"Leenregister Culemborg fol 108, 109v, 110",,
1050045,1423-04-08~,"Eem, van der ","leenregister Culemborg (1410~): - Maes van Hoekelom  18 morgen land gelegen tot Goedberdingen, belend boven: Dirc Doys van der Eme en beneden: Arnt Diric Maesz kinderen",Leenregister Culemborg fol 94,,
1050046,1423-05-28~,"Eem, van der ","leenregister Culemborg (1410~): -  Henric van der Eme  3 morgen te Molderic, belend boven: Deuken van Eck Dircxz, beneden: Arnt van den Gruethuse",Leenregister Culemborg fol 97v,,
1050047,1423-08-19~,"Eem, van der ","leenregister Culemborg (1410~): - Henric van der Eme 1 morgen in de maelscap van Malderic, belend boven: Geryt Hermansz, beneden: Henric van der Eme (Jacob Spaen heeft dit goed opgedragen); - Goesken Henricsz 1 morgen land gelegen in de maelscap van Malderic ",Leenregister Culemborg fol 99v,,
1050048,"1655, 1687, 1698","Eem, van der ","Henricus van der Eem, te Delft, vraagt aan de Staten van Holland venia aetatis. 1687: Nicolaes Henricksz van der Eem te Delft idem. 1698: Hermanus Gerardsz Vereem te Amsterdam idem","Index J.A. Jaeger p 21, 89",,
1050049,"1204, 1308, 1443","Eem, van der ","genoemd: 1204 Wouter de Eme (afkomstig van Deense koningen en graven van Vernenburg); 1308 … van Arkel x de heer van der Eem; 1443, 1456 … van der Eem x Hendrik van Cronenburg; 1345: Jenne van der Eem x Daniel van der Merwede","Batavia Illustrata bl 1197, 348, 928, 1007, ",,
1050050,1454,"Eemskerk, van","Georges van Eemskerk, bailli de Hollande; Jan van Eemskerk , zoon Simon van Eemskerk x Josina van Montfoort",De Raadt I p 409; Batavia Illustrata bl 1010,,
1050051,1312,"Eerde, van","livre feudataires de Jean II duc de Brabant: Ancelmus de Eerde [Veghel, St Oedenrode, Schijndel], apud Buxum 1 lovam terre, mansum et domum apud Eerde. Thomas, filius suus, dictus Ludekenssone, relevavit",Livre Feudataires de Brabant p 6,,
1050052,1600~1700,"Eertrijke, van","genoemd: Carel van Eertrijke x Anna Bom van Cranenburg, dochter Cornelia van Eertrijk x Abel van Nispen",Batavia Illustrata bl 1026,,
1050053,1295-11-01,"Eese, van der ",Sweder van Voorst stelt zich bij de bisschop van Utrecht borg voor de graaf van Gelre,Nyhoff: I no 47; De Raadt I p 249/Arnhem Rekenkamer no 50,"borgen: Giselbertus de Abecwolde, Hubertus de Bosinchem, Hubertus de Vianen, Swederus de Wiltenburg, Theodericus Splinter, Henricus de Stoltenberg, Giselbertus de Ysselsteyne, Johannes de Sulen, Gyselbertus de Brunchorst, Bernardus de Nahus, Hermanus de Loyn, Swederus de Ringelenberg, Theodericus de Steenre, Herimannus de Rothem, Wiilhelmus de Dalen, Johannes filius  Bernardus de Nahus, Stephanus de Zulen, Henricus de Burclo et Reynaldus, zijn broer, Stephanus de Wische en zijn broer Johannes, Hermannus de Vorste, Johannes de Eese, Rodolphus de Eese, Hermannus de Saterslo, Henricus de Lathem",
1050054,1549,"Eesens, van","Bernard van Esis, emphytéote en Overbetuwe, aussi en 1557",De Raadt I p 409,,
1050055,1105,"Eethen, van ",bisschop Burchard van Utrecht wijdt de door Otto graaf van Zutphen herbouwde St Walburgskerk aldaar,Sloet no 208,"Sigewino custode majoris ecclesiae in Colonia, Wichardo decano S Salvatoris in Trajecto, magistro Lamberto, Constantino advocato, Luberto castellano, Wilhelmo de Stapelo, Rutgero de Wite, Arnoldo de Strazburg, Raberto et fratre eius Hertgero, Luperto et Gozelino de Berenchem, Godefrido de Rienen, Bernhardo de Dipenheim, Hartberto de Mocherthe, Wolphardo et Eremberto de Ethenon, Meinricio Renze, Ulrico de Amsene, Gerlaco de Dedingwerthe, Menzone de Thrile, Wenzone de Vrollehorst, Ulbodo de Wiken, Gerboldo de Wieburg",
1050056,1373,"Eethen, van ","Jean van Ethen partage des terres avec l' abbé de Saint Trond, sceau: une zone. Robbrecht van Ethen zuster Jans voirscr: une zone, surmontée d'un lambel",De Raadt I p 439/Saint Trond 118,,
1050057,1442~,"Eethen, van ","instructie voor Bartholomeus van Eeten en Cornelis Bairents, ambassadeurs wegens Holland, Zeeland en Friesland, gezonden aan de koning van Engeland",Van Mieris Vervolg p 31,,
1050058,1410~,"Egdom, van",leenregister Culemborg: - Gerijt van Egdom 2 morgen land op Goodbertingervelt,Leenregister Culemborg fol 52,,
1050059,1316,Egel,dit zijn de afterstallen te Dijkshoorn: - Werenbout Eghel 2sc 2d; - Werenbout Vurigher (?) 4sc 4d 1 ort (p 100); van landhuur in Sciedam: Werenbout 6d (p 116); idem Wernbout 36 sc (p 46),"Rek Hen Huis I p 100, 116, 46",,
1050060,1346 (-06-01~),Egel,"lenen in Rijnland: Lisebet Jans Meyers 2 morgen land te Rijswijk, belend zuid: de abt van Egmond, noord: diezelfde abt, Hughe Egel en Gheret Yenenz, oost: Gheret Yenenz, west: de Vroeneweg",Bijdr Hist Gen jg 1901 p 233,,
1050061,1335,"Eger, van","Arnoldus de Harscheidt, vir nobilis, verkoopt aan Dirk graaf van Meurs  enige leenmannen",De Raadt II p 38,"enige leenmannen: Goswinus de Hambroyck, Henricus de Barle seniorem, Johannes de Lare, Reinboldus de Curia, Bertholdus Appelman, Ysebrandus Proyt, Wilhelmus de Cassel, Bartholdus de Stegha, Theodericus de Wolfskuhlen, Godefridus de Vlaye [Flecken?], Wernerus de Lintorp, Henricus Beart, Coppardus Beart, Lambertus zoon van Elbertus de Orsoy, Johannes de Eger, Bartholdus de Rubergh",
1050062,1357-07-27,"Eger, van","Daniel van Boederijc, Maes van Egghere, Zegher van Bruechusen, Arnould van Egghere, Guilaume Boem, Thierry van Peelden, reçoivent du Brabant 376 ½ vieux écus pour leurs serviees et pertes dans la guerre de Flandre",De Raadt I p 345/B no 1280,,
1050063,1388-03-01,"Eger, van der ","Henricus van der Eger, uit Buderich, zijn vrouw Greta, en Druda, dochter van Heijmekyn ten Over staan 4 ½ Tagwerk Akkerland, 1 joch Wiese und einer Kotte ""mansio seu casa"" im Kirchspiel Borth af aan het Stift Xanten",Memorien Stift Xanten p 212 no 52,,
1050064,1404-08-09,Eggelijn,"voor eeuwig verbannen uit Haarlem en al 's graven landen wegens de moord op Symon van Zaenden, Jan van Zaende, Willem van den Woude en zijn zoon Symon: o.a. Symon Eggelijn, Abraham Symonsz; 1405-02-11: de graaaf verzoent zich wegens het gebeurde binnen Haarlem met Symon Eggelijn tegen betaling van 15 nobels. 1406-02-14: zoengelden voor de gedoden en gekwetsten: item Dirc Jan sal hebben voor zijn smart en quetsinge 35£ , daartoe zullen gelden Willem heer Woutersz 10£  en Symon Eggelijn 25£; 1407-02-12>: Symon Eggelijn verblijft de uitspraak aan de hertog","Rechtspraak Graaf van Holland II p 196, 203, 211, 227",,
1050065,1178-04-09,"Eggerhove, van",testament van bisschop Godfried met lijst van testes liberi en ministeriales,Oorkb Sticht Utrecht no 499,"Rudolfus de Gore advocatus S Martini, Wilhelmus Luscus comes, Gerlagus frater meus, Rudolfus advocatus de Echtelte, Hubertus de Echtelte, Wilhelmus de Alborch, Noiel de Eggerhove, Thomas de Berenchem, Helias de A, Albero de Amerungen, Gozwinus nepos suus, Alardus Aries, Wilhelmus de Dwerdeike, Reinerus de Dolre et Hugo frater suus, Reinerus et Amelricus filius suus, Giselbertus dispensator meus, Otto capellarius, Godescalcus camerarius, Stemarus et Gunterus fillius suus, Robertus de Orde, Gerhardus de Ecke",
1050066,1642-07-11,Eggericx,"huwelijksintekeningregister Amsterdam (Puy): Albert Eggericx, van Amsterdam, publiek notaris, 22 jaar, geassisteerd met zijn vader Cornelis Eggerix, wonende op t Rockin en Clementia Zegers, van Amsterdam, 20 jaar, geassisteerd met haar vader Zeger Pieters (Prs) wonende in de St Janstraet",G.A.Amsterdam DTB no 677 fol 7v,,
1050067,1643-04-10,Eggericx,"huwelijksintekeningregister Amsterdam (Puy): Gommert Eggericx van Amsterdam, noorenbergier (?), oud 21, geassisteerd met zijn vader Cornelis Eggericx, wonend op de Nieuwendyck en Dirckie Cornelis Clapmuts, van Amsterdam, 19 jaar, geassisteerd met haar broer en voogd Jan Cornelisz Clapmuts en haar voogd Dirck Spelt, wonende op het Rokin",G.A.Amsterdam DTB no 677 fol 7v,,
1050068,1330,"Eggerscheidt, van","Henri seigneur de Löwenburg, miles, Henricus de Dollendorp, miles, Johannes de Merheym et Theodericus de Eggerscheidt, fratres et amici dilecti, promettent d'aider leur parent Godefroid seigneur de Heinsberg dans la défense de sa terre; met hun wapens","Düss Jul Berg no 344, 384/De Raadt I",,
1050069,1336,"Eggerscheidt, van",Theodericus de Eggerscheidt scelle un acte de Henri seigneur de Löwenburg et de sa femme Agnes [nl van Hendrik],De Raadt I p 413/Düss Jul Berg no 384,,
1050070,,Eggert,"stamreeks familie Eggert, met beschrijving wapen",G.A.Amsterdam Fam Arch Bicker 719 fol 70,,
1050071,"1283-08-26, 1287-08-28",Eggert,"schout en schepenen van St Geertruidenberg geven aan hun poorter Heineman Eigharde/Eggaert 40 bunders moer uit, op de scheiding met het moer van heer Hughemansz van Striene ","v.d. Bergh II no 485, 618",,
