id,datum,naam,inhoud,bron,getuigen,bijzonderheden
1130042,1331-01-07,"Naaldwijk, van",huwelijksvoorwaarden tussen Willem van Holland en Johanna van Brabant; onder de getuigen o.a. Guillaume de Naildewijc,Van Mieris II p 492,,
1130043,1333-10-10,"Naaldwijk, van",lijftocht op een derde van een tiende in Delfland door heer Willem van Naeldwijk aan zijn vrouw Lysbeth heer Henric Kocksdochter gemaakt,Reg Hann p 219,,
1130044,1338-03-21,"Naaldwijk, van","Gerard heer van Voorne beleent Hendrik van Naaltwijk heer Willemsz met de lenen van wijlen zijn vader Willem, waaronder het goed te Hontsel en het maarschalkambt van Noordholland, ten erfleen, die heer Hughe van Naeltwijc behuwelijkte aan de jvr van Velsen","Van Wijn: Huiszittend Leven dl I p 116, 117/Reg XVIII Cas E fol 25/Reg Hann p 252",,
1130045,1339-03-14 (1338),"Naaldwijk, van","Gherit Barthoud [van Heemskerk] heeft een geschil met Willem van Naaldwijk over het voorofferen in de kerk van Naaldwijk, bepaald wordt welke vrouwen waar zullen staan: de vrouwe van Hontshol noord, de vrouwe van der Woert, vrouw van Gherit Barthoud [van Heemskerk] zuid, het offeren gebeurt op volgorde van leeftijd; de vrouwe van Hontshol bezit de gift van deze kerk",Van Mieris II p 608/Reg EL 32 fol 23v,de heer van de Leck en Daniel van Merwede ,
1130046,1339-07-22,"Naaldwijk, van","heer Willem van Naaldwijk, ridder, draagt ¼ deel van zijn tienden te Naaldwijk over tbv zijn zoon Henric, bij zijn vooroverlijden vrij terug te komen",Reg Hann p 263,,
1130047,1343,"Naaldwijk, van","renten van Noordholland: ontvangen van korentienden in Rijnland die verkocht waren in het jaar 1342 en betaald zijn in 1343: te Wateringhe, Heynric van Naildwijc, 120 £ ",Rek Hen Huis II p 12,,
1130048,1343,"Naaldwijk, van","uitgaven: een bode gezonden met een brief van de heer van Biemond aan heer Willem van Naeldwyc, 16d",Rek Hen Huis II p 66,,
1130049,1344-11-07,"Naaldwijk, van","Willem van Naaldwijk, ridder, maarschalk van Noord Holland, Martijn, priester en deken der Canesye van Naeldwijc,  en Aernt Nachtegale, schout en richter binnen Naeldwijk oorkonden dat Herborch weduwe van Hughe Makedoer, Lisebeth x Dirc de Jagher, Hasekyn x Aernt de Brune afstand doen van al hun rechten op 5 morgen land, dat Hughe Makedoer en zijn zoon heer Jacob schonken aan Marienweerd, en bepalen dat dit bestemd zal zijn voor zielmissen voor hun ouders en broer",Cartul Marienweerd no 536; Reg Hann p 295,,
1130050,1345,"Naaldwijk, van",heer Willem van Naeltwijk gedood te Stavoren,De Raadt III p 9,,
1130051,1353-07-31,"Naaldwijk, van","Jan heer van Langerak, ridder, en Herber heer van Liesveld sluiten een overeenkomst door bemiddeling van Simon van Teylingen en Willem van Naaltwijk, over het gevangen nemen en berechten van misdadigers te Nieuwpoort, waarbij Herbert verklaart zich niet met geestelijke zaken binnen Nieuwpoort te zullen bemoeien, daar de kerk van Nieuwpoort onder de parochie van Jan van Langeraeck valt; 1365-09-30: Jan van Langerak c.s. heeft een geschil met de heer van Liesveld","H. Bordewijk: Arch Langerak p 156 regest 3/Versl Med Oud Vad Rechtsbronnen 1903 dl IV p 46, 47",,
1130052,1354-07-23,"Naaldwijk, van","vermeld: Agnese van Naeltwijc dochter [?] van heer Willem van Windelsnesse, die vrouw van Wouter van der Eyke was; heer Herbaren van Riede consenteerde haar tot lijftocht 8 morgen land te Muylkerk",Ned Leeuw jg 1913 p 310,,
1130053,1361,"Naaldwijk, van","baljuw van Rijnland: Willem van Naeldwijk, zegel: een leeuw",De Raadt III p 9,,
1130054,1361-1393,"Naaldwijk, van",lenen van Putten in Zuidholland: heer Symon van Teylingen houdt een tiende gelegen te Almsvoet (later: Willem van Naaldwijk),R.G.P. Grote Serie no 170 Rek Dom van Putten II p 346,,
1130055,1363-07-09,"Naaldwijk, van","Albrecht, Ruwaard, oorkondt dat voor de heer van Egmonde, Willem van der Wateringe, Gerard van Heemstede, Willem van Naaldwijk, heer Pieter de Camerouwer van Haytsteyn afstand heeft gedaan van zeker goed tbv de kinderen van Hendrik van der Woert",Batavia Illustrata bl 1181,,
1130056,1363-1364,"Naaldwijk, van","Willem van Naaldwijk, Raad van de hertog",Rek Rentmeester Kennemerland,,
1130057,1363-1364,"Naaldwijk, van","Claes van Naeltwijc: land te Vronen 36 sc en afterstal van Vronen van 1364, 42 sc (811 fol 8v en fol 21v); 1361-1362: (809 fol 13) ""die Werven"" te Vronen  36sc; 1366-1367: idem (812 fol 11v); 1368-1369: (813 fol 9) afterstal van Vronen, 42 sc; 1373-1374: (816 fol 16) land te Vronen 36sc; 1374-1375: (817 fol 1) afterstal van land op de Waert, 42sc en 42sc; (fol 8v) land te Vronen 44sc;  1375-1376: (819 fol 8v) land te Vronen 44sc; 1380: (822 fol 8v) idem; 1384-1385: (826 fol 4) afterstal van Vronen, 55sc  en(fol 14v) die werven ende t hogheland op den Waert 44sc; 1389-1390: (828 fol 15) van Sijbenhorne 6£ 10sc, (fol 28) afterstal van land te Veenhu.., 5£; 1393-1394: (829 fol 7 of p 15) van Sybenhorn, 6£ 10 sc; 1385-1386: (827 fol 32v) afterstal van huer te Vroen 56sc; 1383-1384: (825 fol 5v) afterstal van lande op den Waert, 55 sc",Rek Rentmeester Kennemerland,,
1130058,1369-05-25,"Naaldwijk, van","Willem van Naeltwijk, maarschalk van Noordholland, beleent zijn zwager Symon Doedenzoon met 3 morgen land in Monsterambacht",Arch Kloosters Delfland p 219 no 14,,
1130059,1369,"Naaldwijk, van","Willem van Naaldwijk, arbiter tussen de bisschop van Utrecht en Adolphe van Virnenborch",De Raadt III p 9,,
1130060,1370-05-17,"Naaldwijk, van","Sophia dochter van Simon van Teylingen gehuwd met Willem van Naaldwijk wordt beleend met de goederen van haar vader (het ambacht van Over Sliedrecht van de kerk tot het ambacht van heer Tielman [de Molenaer] en 30 sc uit de polre benevens de VAlcke te Cathendrecht, groot 24 morgen); aantekening: tot dit goed behoorde, tevoren in leen gehouden door Herbaren van Crayensteyne, o.a. de Valcke te Catendrecht, 24 morgen, in leen gehouden van de heer van Voorne door de vrouw van Dirk van Teylinghen en daarna door haar zoon Simon",Reg Rotterdam en Schieland no 941,,
1130061,1371-01-24,"Naaldwijk, van","Willem van Nalwijc, maarschalk van Noordholland, oorkondt dat hij van vrouw Mechtild vrouwe van Valkenburch en Voerne, burggravin van Zeeland, gedurende haar leven in erfpacht heeft ontvangen op bepaalde voorwaarden haar uitgors bij 's Gravensande, de Grote Andel genaamd, om dat te bedijken; het gerecht behoudt zij aan zich; 1371-05-09: hij ontvangt van het kapittel in den Hage landerijen in 's Gravesande in erfpacht; 1372-05-16: hertog Albrecht schenkt aan het genoemde kapittel de 300 oude schilden per jaar, die hij als pacht voor het buitendijksland den Andel bij 's Gravesande van Willem van Naaldwijk als huur ontvangt; 1375-08-01: hij onvangt landerijen in pacht; 1375-08-03: hij koopt van het kapittel de hof te Leiden, en in erfleen het spithout dat zij daar ontvangen","Arch Kapittel St Marie op het Hof te 's Hage regest no 33, no 52 (1375-08-01)",,
1130062,1374-1375,"Naaldwijk, van","Willem van Naeldwijc van Jans weghe van den Bosch, van zijnen lien van de jaren 1375 en 1374, per jaar 30 sc, maakt 3 £ (818 fol 17); 1375-1376: (819 fol 17) van zijn leen 11 £ 5sc en van Janswegen van den Bosch 30sc; 1380: (822 fol 16v) van idem 11 £ 5sc en 30 sc; 1384-1385: (826 fol 26v) idem; 1385-1386: (827 fol 28v) idem",Rek Rentmeester Kennemerland,,
1130063,1375-08-11,"Naaldwijk, van","Willem van Naaldwijk geeft eerst in leen en nu in eigendom aan zijn neef Gherit Doede, 7 morgen land in Wassenaar, genaamd de Liesmade, gelegen ten oosten van Philips van Santhorst en nog een ander land genaamd dat Croestvelt",Inv Arch Leiden p 175,,
1130064,1376-03-14/04-26,"Naaldwijk, van","Willem van Naaldwijk ontvangt verlof om de kapelrie in de kerk van Leiden door zijn over-oudevader heer Gerrit van Raaphorst gesticht, en lange tijd door Philip Gerrit Doeden bediend, met alle landen en renten over te brengen naar de St Pancraskerk te Leiden; hij noemt pacht o.a. van het land in de Waard, dat Daniel Utenwaerde, ridder, gekocht had van Herman van Zwieten, ridder, en nu in bezit is van Dirk van Zwieten; 1377-11-21: het kapittel van St Pancras te Leiden erkent dat Willem van Naeldwijc en zijn leenvolgers patronen zullen zijn van de kanunniksprebenden van St Marie en St Nyclaes",Inv Arch Leiden p 175; Cat Arch Heren van Montfoort p 105 no 112/Oorspr Charter no 413,,
1130065,1383-07-04,"Naaldwijk, van","huwelijk van Gerrit van der Woert met Sophia zuster van Otto van Heukelom; onder de zegelaars: Willem van Naaldwijk, maarschalk van Holland, knape",Batavia Illustrata bl 1182,,
1130066,1389-12-17,"Naaldwijk, van",de heer van Oosterhout heeft zijn ambacht van Ridderkerk overgegeven aan Paulus van Haestrecht,Van Mieris III p 543,"de heer van Egmond en Ysselsteyn, Philippus van Wassenaer, ridders; Wilhelmus van Naeldwic ",
1130067,1391-10-17,"Naaldwijk, van","Willem van Naeldwijc, heer Jan van Berendrecht, Herman Vinck, de klerk van de dijkgraaf van Zuidholland, Jan van Stolwijk en 2 of 3 van het gerecht van Dordrecht in Den Haag ontboden zijn om met de graaf te spreken over het bedijken van de Riederwaert",Reg Rotterdam en Schieland no 1208,,
1130068,1394-07-21,"Naaldwijk, van","Jan van Rijnensteijn, ridder en rentmeester van Noord-Holland, verklaart in die hoedanigheid verkocht te hebben aan Jannes Jacobsz, poorter van der Goude, een stuk moer gelegen in het ambacht van Waddinsveen, groot omtrent 33 morgen, belend oost: de gemene buren van Waddinxveen, zuid: Heinric van Naeldwijc, west: de landscheiding van Zevenhuyzen en noord: Gheryt Pieters, tegen een erfrente van 10 sch Holl met belofte van vrijwaring",Reg Rotterdam en Schieland no 1296,,
1130069,1392-05-20,"Naaldwijk, van","rentmeester van Voorne: Willem van Naeldwijk; 1395-1396: idem ""idt is dat die baelliu Dirc van Zwieten Philipsz verdragen heeft bij mijns heren brieven: item verdragen Goeswyn knecht van Willem van Naeldwyc bij myns heren brieven 10 £ Holl""",R.G.P. Grote Serie no 174 Rek Dom van Putten II p 84/Rek Rentmeester van Voorne fol 3v,,
1130070,1394,"Naaldwijk, van","Groensvoorde, het ambacht van Henric van Naeldwijc; scout: Willem van der Meern, niet; 1394-1395: ""item Waensveen van Floer Ysbrant van brueken die lude mis de in Henrics ambacht van Naaldwijk""","Rek Baljuw Rijnland fol 4, p 50",,
1130071,1394-1395,"Naaldwijk, van","ontvangen van afterstal dat Heynric van Naeldwyc [aan] Jan van den Woude overleverde 459 £, maakt 249 £ 3sc; aldus blijft men noch minen here sculdich boven dat Jan vd Woude ontfaen heeft van den jaren die Heynric van Naeldwijk overgeleverd heeft en afterstal 1130£ 16sc 7d","R.G.P. Grote Serie no 182 Rek Rentmeester van Voorne fol 34, p 214",,
1130072,1396-12-14,"Naaldwijk, van","Heynric van Naeldwijc, maarschalk van Noord-Holland, geeft aan zijn neef Jan Oudenaer in eigendom het land dat hij van hem in leen hield",Arch Kloosters Delfland p 221 no 23,,
1130073,1300~1400,"Naaldwijk, van","Gelre attribue à Her Willem van Naelwijc, homme du duc de Hollande, d'argent au lion de gueules",De Raadt III p 9,,
1130074,1407-06-18,"Naaldwijk, van","graaf Willem geeft aan heer Heynric van Naeldwijc het land gelegen in het ambacht van Grunsvoerde en van Poelgen, door deze in leen gehouden en waarvan hem de tiende toebehoort, met verlof dit te doen delven door wie hij wil, en verbiedt aan allen die daar wonen om zonder toestemming van heer Heinric te delven",Reg Rotterdam en Schieland no 1688,,
1130075,1408-08-20,"Naaldwijk, van","de abdij Marienweerd erkent ontvangen te hebben van heer Henric van Naeldwijc, ridder en maarschalk van Noordholland, 300 Eng nobelen, in korting op de koop die Henric jegens de abdij gedaan had van goederen in Noordholland en 18 oude Vr scilden per jaar uit de visserij ibij Dordrecht; dezelfde dag vond een betaling plaats van 1372 Eng nobelen, of deze bedragen samen de koopprijs vormden is niet uit te maken; 1408-08-23: betreffende de koop van dezelfde goederen","De Fremery: Cartularium van Marienweerd p 368 noot, p 369 noot",,
1130076,1408-12-23,"Naaldwijk, van","de abdij Marienweerd verkoopt aan heer Henric van Naeldwijc al zijn bezit in het Westland: o.a. in Naeldwijc: - 3 morgen, belend oost: de Vlietweg, zuid: Johan Willemsz van Naeldwijc, bastaard, west: Jan van Croft, noord: het kapittel van Naeldwijk; - 12 morgen 5 hont, belend oost: Mouwerijn Philipsz, zuid: de Lierweg, west: Hughe Witte Claesz, noord: Henric Doedenz en jvr Katriin Aernt Doedenz; in Lierambacht: - 20 morgen, belend oost: de banwetering, zuid: Johan Willemsz, west: een banweg, noord: de Monikenlaan; - 13½ morgen, belend oost: een banweg, zuid: Johan Gherytsz, west: Gheertuyt Doeden kinderen en Claes Herbarenz, noord: zulc erve als Hughe Aerntsz nu bruijct; in Zantambacht: - 5 morgen, belend oost: heer Zadelboghe en Lude van Haerlem, zuid: Jacob van Paschen, west: 's Gravensande, noord: de capelle van Hontholredyc; - 1 morgen, belend oost: de Groeneweg, zuid: Johan Petersz, west: de Maesdijc, noord: Dirc Heymansz en Johan Brandsz","Cartul Marienweerd p 369, 370",,
1130077,1408,"Naaldwijk, van","Pieter van Naeldwijc: Ludencoech, (Vronen) 37 want 2 sneren, maakt 26 £ 3d (839 fol 7); (fol 27v) Pieter van Naeldwijcs erfgenamen en Willem Dircsz, afterstal van 1406 van Lunencoech dat zij leggen lieten, 9 £ 9sc 5d; 1406: (837 fol 6) Ludencoech, 37 want 2 sneren, maakt 26 £ 13d; 1407: (838 fol 7) idem; 1412: (842 fol 25) afterstal van 1411, Pieter van Naeldwijc, van Lunencoech, 11 £ 5sc 7d; 1411: (841 fol 24v) afterstal van idem van 1410, 11 £ 2sc 7d; 1409: (840 fol 13v) 26£ 13d van Vroonland",Rek Rentmeester Kennemerland,,
1130078,1415-03-23,"Naaldwijk, van",uitspraak in het geschil van heer Hendrik van Naaldwijk met het kapittel in Den Hage over de uitgorsen bij de Grote Andel te 's Gravesande; 1415-03-29: Hendrik van Naaldwijk doet afstand hiervan,Arch Kapittel St Marie op het Hof te 's Hage regest no 157,,
1130079,1415-04-03,"Naaldwijk, van",getuige voor graaf Willem: heer Hendrik van Naeltwijck,Lams bl 46,,
1130080,1419-02-01,"Naaldwijk, van",Aelbrecht van Naeldwijc wordt beleend met de ambachtsheerlijkheid van Dirksland,Reg Rotterdam en Schieland no 2014,,
1130081,1430-09-22,"Naaldwijk, van","Willem van Naeldwijc maakt  bepalingen betreffende goederen die zijn neef Dirc van Santhorst van hem in leen heeft: hij staat hem o.a. toe zijn vrije wil te doen met de helft der Nesse, bij Medembliec",Inv Arch Medemblik Inv no 289 regest 39,,
1130082,1430-01-11,"Naaldwijk, van","lenen van de hofstede Hontshol: Sliedrecht en Giessemonde, de visserij, Aelbrecht van Naeldwijck door zijn broer Willem heer van Naaldwijk, zoals deze de visserij van zijn vader Henric van Naaldwijk had geerfd; 1521-07-23: beleend Vrederick van Zuylen van Nyevelt, na kwijtschelding verzuim ",Ons Voorgeslacht 1962 p 301,,
